Time (s),Power (dBm),Percentage (%)
0.413949489,-43,100
0.914344788,-43,100
1.413919926,-43,100
1.914266109,-43,100
2.413844108,-43,100
2.914378166,-45,100
3.413780212,-43,100
3.914340496,-43,100
4.413870334,-43,100
4.914279461,-45,100
5.413934231,-45,100
5.914336205,-43,100
6.413882732,-45,100
6.914260387,-45,100
7.413905620,-47,100
7.914207935,-45,100
8.413885593,-45,100
8.914337158,-43,100
9.413849830,-43,100
9.914267063,-43,100
10.413759231,-43,100
10.914170265,-41,100
11.413759231,-41,100
11.914231300,-39,100
12.413776874,-39,100
12.914200783,-39,100
13.413811684,-39,100
13.914163113,-39,100
14.413770199,-39,100
14.914084434,-37,100
15.413656235,-37,100
15.914050102,-37,100
16.413692474,-37,100
16.914050102,-37,100
17.413617134,-37,100
17.914028645,-37,100
18.413623333,-37,100
18.914039612,-39,100
19.413643360,-39,100
19.913997650,-39,100
20.413600445,-39,100
20.914007187,-39,100
21.413603783,-39,100
21.913997650,-39,100
22.413631916,-41,100
22.914144516,-39,100
23.413597584,-41,100
23.914108753,-41,100
24.413577556,-41,100
24.914079189,-43,100
25.413587093,-41,100
25.914126873,-43,100
26.413576126,-43,100
26.914114475,-43,100
27.413584232,-45,100
27.914040089,-45,100
28.413567066,-47,100
28.914051533,-47,100
29.413592338,-49,100
29.914058685,-49,100
30.413547993,-49,100
30.913929939,-49,100
31.413604736,-49,100
31.913914680,-49,100
32.413511753,-47,100
32.913946629,-47,100
33.413520336,-49,100
33.913950920,-49,100
34.413575172,-47,100
34.913898468,-49,100
35.413494587,-47,100
35.913865089,-47,100
36.413554191,-45,100
36.913901806,-47,100
37.413523197,-45,100
37.913862228,-45,100
38.413486481,-45,100
38.913912296,-43,100
39.413620949,-45,100
39.913723946,-43,100
40.413702488,-45,100
40.913740635,-43,100
41.413668632,-43,100
41.913718224,-43,100
42.413704395,-43,100
42.913754940,-45,100
43.413655281,-45,100
43.913699150,-43,100
44.413626194,-43,100
44.913698673,-43,100
45.413602352,-45,100
45.913682938,-43,100
46.413641453,-43,100
46.913651943,-45,100
47.413616657,-43,100
47.913681984,-43,100
48.413578987,-43,100
48.913668156,-43,100
49.413614273,-43,100
49.913610935,-43,100
50.413630485,-43,100
50.913622379,-43,100
51.413566589,-43,100
51.913680077,-45,100
52.413579464,-47,100
52.913650036,-45,100
53.413518429,-47,100
53.913640976,-49,100
54.413510799,-47,100
54.913577080,-45,100
55.413538933,-43,100
55.913575172,-43,100
56.413506985,-45,100
56.913599491,-43,100
57.413489818,-45,100
57.913528442,-45,100
58.413496017,-45,100
58.913543701,-45,100
59.413485527,-45,100
59.913527012,-45,100
60.413459778,-47,100
60.913494110,-45,100
61.412897587,-47,100
61.913440704,-45,100
62.413377762,-45,100
62.913409233,-43,100
63.413384914,-41,100
63.913395405,-41,100
64.413309097,-39,100
64.913614273,-41,100
65.413335323,-39,100
65.913356304,-39,100
66.413266182,-39,100
66.913558960,-39,100
67.413292885,-41,100
67.913523197,-41,100
68.413341522,-39,100
68.913408756,-39,100
69.413265228,-39,100
69.913437366,-39,100
70.413261890,-39,100
70.913476944,-37,100
71.413238048,-37,100
71.913330078,-39,100
72.413259506,-39,100
72.913556099,-43,100
73.413270950,-41,100
73.913346767,-43,100
74.413209915,-43,100
