Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.000000000,0.2848825,-0.08189672,0.9505097,0.8138348,0.5358884,-0.2003432,-0.497844,0.8341208,0.2194741
0.005075932,0.2848378,-0.08191487,0.9505217,0.8138487,0.5358846,-0.2002967,-0.4978471,0.8341214,0.2194648
0.010151863,0.2848011,-0.08193144,0.9505314,0.8138583,0.5358852,-0.2002566,-0.4978529,0.8341194,0.2194594
0.015227795,0.2847637,-0.08195817,0.9505404,0.813872,0.5358809,-0.200212,-0.4978519,0.8341196,0.2194609
0.020303726,0.2847232,-0.08198386,0.9505504,0.8138893,0.5358716,-0.2001668,-0.4978471,0.834123,0.2194587
0.025379658,0.284699,-0.0820083,0.9505556,0.8138961,0.5358738,-0.200133,-0.4978499,0.8341191,0.2194667
0.030455589,0.2846754,-0.08203295,0.9505607,0.8138986,0.5358832,-0.2000977,-0.4978596,0.8341106,0.2194771
0.035531521,0.2846389,-0.08205733,0.9505699,0.8139081,0.5358859,-0.2000532,-0.4978656,0.8341069,0.2194787
0.040607452,0.2846101,-0.08206978,0.9505776,0.8139131,0.5358903,-0.2000209,-0.4978741,0.8341027,0.219475
0.045683384,0.2845889,-0.08207357,0.9505835,0.8139148,0.5358951,-0.1999996,-0.4978831,0.834099,0.2194682
0.050759792,0.2845685,-0.08208022,0.9505891,0.8139124,0.5359079,-0.1999754,-0.4978989,0.8340901,0.219466
0.055835724,0.2845444,-0.08209151,0.9505956,0.8139193,0.5359077,-0.1999489,-0.4979019,0.8340894,0.2194628
0.060911655,0.2845202,-0.08209425,0.9506025,0.8139246,0.5359075,-0.1999269,-0.497907,0.834089,0.2194523
0.065987587,0.2844991,-0.08210582,0.950608,0.8139265,0.5359142,-0.1999011,-0.4979162,0.8340836,0.2194524
0.071063519,0.2844777,-0.08210859,0.9506142,0.8139313,0.5359143,-0.1998813,-0.4979207,0.8340832,0.2194435
0.076139450,0.284456,-0.08212435,0.9506192,0.8139361,0.535917,-0.1998541,-0.4979252,0.8340798,0.2194458
0.081215382,0.2844319,-0.08214349,0.9506251,0.813943,0.5359184,-0.1998232,-0.4979282,0.8340774,0.2194494
0.086291313,0.2843984,-0.08214909,0.9506347,0.8139461,0.5359261,-0.1997896,-0.4979424,0.8340717,0.2194383
0.091366768,0.2843687,-0.08216903,0.9506418,0.8139552,0.5359249,-0.1997544,-0.4979442,0.8340703,0.2194389
0.096443176,0.2843521,-0.082183,0.9506457,0.8139605,0.5359251,-0.1997329,-0.4979454,0.8340689,0.2194418
0.101519108,0.28433,-0.08221078,0.9506499,0.8139681,0.5359255,-0.1996998,-0.4979454,0.8340657,0.2194533
0.106594563,0.2843197,-0.08223307,0.9506512,0.8139637,0.5359418,-0.1996751,-0.497959,0.8340533,0.2194703
0.111670494,0.2843066,-0.08225092,0.9506537,0.8139611,0.5359545,-0.1996514,-0.4979708,0.8340433,0.2194812
0.116746426,0.2842936,-0.08227402,0.9506558,0.8139586,0.5359685,-0.1996246,-0.4979827,0.8340321,0.2194968
0.121822357,0.2842878,-0.08229443,0.9506555,0.8139542,0.5359815,-0.1996058,-0.4979927,0.8340213,0.2195138
0.126898289,0.2842869,-0.08232093,0.9506534,0.8139505,0.5359936,-0.1995883,-0.4979993,0.8340108,0.2195381
0.131974220,0.2842817,-0.08233279,0.9506543,0.813945,0.5360078,-0.1995739,-0.4980117,0.8340009,0.2195486
0.137050152,0.2842761,-0.08234984,0.9506542,0.8139392,0.5360224,-0.1995565,-0.498024,0.8339894,0.2195633
0.142126083,0.2842679,-0.0823625,0.9506556,0.8139355,0.536034,-0.1995399,-0.4980347,0.8339807,0.2195722
0.147202015,0.2842722,-0.08237779,0.9506529,0.8139293,0.5360461,-0.1995327,-0.4980424,0.8339713,0.2195901
0.152277947,0.2842813,-0.08238164,0.9506499,0.8139249,0.5360513,-0.1995371,-0.4980444,0.8339677,0.2195993
0.154816151,0.2842822,-0.08238757,0.950649,0.8139213,0.5360581,-0.199533,-0.4980497,0.8339626,0.2196063
0.159892082,0.2842942,-0.08240107,0.9506445,0.813915,0.5360677,-0.1995337,-0.4980534,0.8339553,0.219626
0.164968014,0.2842903,-0.08241084,0.9506448,0.8139147,0.5360717,-0.1995244,-0.4980562,0.8339517,0.219633
0.170043945,0.2842996,-0.08240014,0.9506427,0.8139072,0.5360781,-0.1995361,-0.4980626,0.8339484,0.2196306
0.175119877,0.2843078,-0.08239591,0.9506407,0.8138933,0.5360982,-0.1995398,-0.498081,0.833936,0.2196362
0.180195808,0.2843308,-0.08237609,0.9506356,0.813876,0.5361147,-0.1995653,-0.4980959,0.8339273,0.2196357
0.185271740,0.2843317,-0.08236766,0.950636,0.8138606,0.5361385,-0.199564,-0.4981206,0.8339127,0.2196349
0.190347672,0.2843264,-0.08236912,0.9506375,0.8138549,0.5361503,-0.1995555,-0.4981329,0.833905,0.2196362
0.195424080,0.284319,-0.08236647,0.95064,0.8138469,0.5361658,-0.1995464,-0.4981504,0.8338953,0.2196338
0.200504303,0.2843163,-0.08237496,0.9506401,0.8138393,0.5361813,-0.1995355,-0.4981645,0.8338844,0.2196432
0.205575943,0.2843176,-0.08237615,0.9506395,0.8138365,0.5361857,-0.199535,-0.4981682,0.8338814,0.2196459
0.210651875,0.2843185,-0.08236587,0.9506399,0.8138364,0.5361828,-0.1995418,-0.4981673,0.833884,0.2196372
0.215727806,0.2843149,-0.08235404,0.950642,0.8138347,0.5361844,-0.1995444,-0.4981723,0.833884,0.2196259
