Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
0.000000000,0.4760145,1.00302,37.34714
0.005075932,0.5794632,1.004326,37.34714
0.010151863,0.392775,1.007164,37.34714
0.015227795,0.6329141,1.005238,37.34714
0.020303726,0.5341603,1.009738,37.34714
0.025379658,0.3919693,1.003317,37.34714
0.030455589,0.5133101,1.005183,37.34714
0.035531521,0.5098801,1.000384,37.34714
0.040607452,0.3126161,1.003009,37.34714
0.045683384,0.3260533,1.003882,37.34714
0.050759792,0.2533229,1.01184,36.53433
0.055835724,0.2937,1.006443,36.53433
0.060911655,0.2348554,1.005174,36.53433
0.065987587,0.2928295,1.000823,36.53433
0.071063519,0.3073489,1.005786,36.53433
0.076139450,0.3407224,1.006189,36.53433
0.081215382,0.3503932,1.010221,36.53433
0.086291313,0.4338544,1.004179,36.53433
0.091366768,0.4458369,1.009116,36.53433
0.096443176,0.3134082,1.004007,36.53433
0.101519108,0.4219702,0.9999807,37.40065
0.106594563,0.3379176,1.006059,37.40065
0.111670494,0.3097495,1.003284,37.40065
0.116746426,0.3953132,1.005614,37.40065
0.121822357,0.3582118,1.0069,37.40065
0.126898289,0.3379176,0.9993134,37.40065
0.131974220,0.3317712,1.002387,37.40065
0.137050152,0.32298,1.004689,37.40065
0.142126083,0.3040276,1.00218,37.40065
0.144664288,0.2962967,1.006433,37.40065
0.149740219,0.1276543,1.004343,37.06348
0.154816151,0.2365763,1.002883,37.06348
0.159892082,0.3038784,1.005244,37.06348
0.164968014,0.1152392,1.003855,37.06348
0.170043945,0.2485419,1.004832,37.06348
0.175119877,0.3041019,1.009476,37.06348
0.180195808,0.4283569,1.008092,37.06348
0.185271740,0.4092505,1.003108,37.06348
0.190347672,0.1919516,1.002662,37.06348
0.195424080,0.1592994,1.00522,37.17509
0.200504303,0.3430661,1.00108,37.17509
0.205575943,0.06756642,1.002011,37.17509
0.210651875,0.1876872,1.005091,37.17509
0.215727806,0.1061696,1.010007,37.17509
0.220803738,0.1924594,1.000819,37.17509
0.225879669,0.08621812,1.013941,37.17509
0.230955601,0.2082341,1.00711,37.17509
0.236031532,0.3867197,1.003814,37.17509
0.241107464,0.3631582,1.00307,37.17509
0.246183395,0.2217378,1.005507,37.40065
0.251259327,0.164847,1.004921,37.40065
0.256335258,0.5320218,0.9959157,37.40065
0.261411190,0.2749361,1.004612,37.40065
0.266487121,0.4229512,0.9974912,37.40065
0.271563530,0.3036171,0.9994084,37.40065
0.276639461,0.3126161,1.003346,37.40065
0.281715393,0.5276446,1.00451,37.40065
0.286791324,0.5384031,0.9968618,37.40065
0.291867256,0.4091963,1.009931,36.82502
0.296943188,0.4687801,1.000829,36.82502
0.302019119,0.43078,1.003714,36.82502
0.307095051,0.6012767,1.002687,36.82502
0.312170982,0.3537296,1.005297,36.82502
0.314709186,0.535362,1.000697,36.82502
0.319785118,0.3505997,1.004276,36.82502
0.324861049,0.4801146,1.00761,36.82502
0.329937458,0.7112641,1.004798,36.82502
0.335012913,0.5264252,1.009998,36.82502
0.340088844,0.4679934,1.008395,36.82502
0.345164776,0.4091681,1.005279,36.82502
0.350240707,0.4289319,1.005398,36.82502
0.355316639,0.4800665,1.004134,36.82502
0.360392570,0.4220465,1.004967,36.82502
0.365468502,0.3527768,1.004659,36.82502
0.370544433,0.483478,1.008013,36.82502
0.375620365,0.2662661,1.000701,36.82502
0.380696773,0.3651532,1.010208,36.82502
0.385772705,0.4080879,1.005804,36.82502
0.390848636,0.4811143,1.000157,36.77069
0.395928860,0.3919693,1.004635,36.77069
0.401000500,0.1644055,1.000737,36.77069
0.406076431,0.3136807,1.005147,36.77069
0.411155224,0.5075072,1.007843,36.77069
0.416228294,0.2503876,1.005204,36.77069
0.421305656,0.435661,1.002893,36.77069
0.426380157,0.2717244,1.005372,36.77069
0.431456089,0.2704434,1.00125,36.77069
0.436532020,0.4080879,1.000731,37.11058
0.441607952,0.1276543,1.006813,37.11058
0.446683884,0.2470123,1.008054,37.11058
0.451761246,0.06756642,1.006086,37.11058
0.456836223,0.1276543,1.000967,37.11058
0.461912155,0.2301763,1.004747,37.11058
0.466989994,0.3135405,1.005417,37.11058
0.472064018,0.2137571,1.004717,37.11058
0.477139950,0.2042032,1.008218,37.11058
0.479677677,0.03885694,1.007095,37.11058
0.484755039,0.08097265,1.010328,37.11058
0.489829540,0.08590371,1.005227,37.11058
0.494905949,0.186442,1.004372,37.11058
0.499981880,0.29282,1.005662,37.11058
0.505057812,0.1535972,1.00248,37.11058
0.510133743,0.2725334,1.004915,37.11058
0.515209675,0.2533229,0.9993697,37.11058
0.520285606,0.2871312,1.007812,37.11058
0.525361538,0.275665,1.006815,37.11058
0.530437469,0.6734505,1.00322,37.11058
0.535513401,0.3786808,0.9988822,37.34589
0.540589332,0.5497816,1.000318,37.34589
0.545665264,0.4809054,1.001844,37.34589
0.550741196,0.4734375,1.01138,37.34589
0.555821895,0.7031554,1.006981,37.34589
0.560892582,0.7016145,1.003483,37.34589
0.565968513,0.7245824,1.003389,37.34589
0.571044445,0.5353836,0.9997611,37.34589
0.576120376,0.7553144,1.001145,37.34589
0.581196308,0.7079736,1.010214,37.17509
0.586272240,0.7189395,1.002995,37.17509
0.591348171,0.6491063,1.003207,37.17509
0.596424103,0.6066234,1.002922,37.17509
0.601500511,0.6750899,1.006248,37.17509
0.606576443,0.8611071,1.000177,37.17509
0.611652374,0.6428487,1.000953,37.17509
0.616728306,0.5839542,1.00372,37.17509
0.621804714,0.4956941,1.001783,37.17509
0.626880169,0.5769332,1.004175,37.17509
0.631956100,0.3700853,1.004067,37.17127
0.637032032,0.3631582,1.010181,37.17127
0.642107963,0.3000351,1.00379,37.17127
0.647183895,0.4238486,1.003822,37.17127
0.649722099,0.3407224,1.005638,37.17127
0.654798031,0.248678,1.000937,37.17127
0.659873962,0.3123126,1.004908,37.17127
0.664949894,0.2972676,1.008364,37.17127
0.670025825,0.2822052,1.004142,37.17127
0.675101757,0.1924594,1.002148,37.17127
0.680177689,0.2814206,1.001816,37.17127
0.685253620,0.2367226,1.009149,37.17127
0.690329552,0.07613526,1.005374,37.17127
0.695405483,0.166766,1.005525,37.17127
0.700481415,0.296699,1.006317,37.17127
0.705557346,0.2094567,1.003103,37.17127
0.710633278,0.4023029,1.002934,37.17127
0.715709686,0.2093019,1.003663,37.17127
0.720785618,0.2805967,1.009203,37.17127
0.725861549,0.1507251,1.004663,37.17127
0.730937481,0.3446395,1.006243,37.34714
0.736013412,0.1338699,1.002002,37.34714
0.741089344,0.3275427,1.007113,37.34714
0.746165276,0.2674528,1.003706,37.34714
0.751241207,0.3546498,1.007143,37.34714
0.756317139,0.1592994,1.007082,37.34714
0.761393070,0.3183716,0.9997463,37.34714
0.766469002,0.1581076,1.006194,37.34714
0.771544933,0.08097265,1.009999,37.34714
0.776620865,0.1581076,1.007885,37.06348
0.781701565,0.3789834,1.002057,37.06348
0.786772728,0.1924594,1.001346,37.06348
0.791849136,0.1283176,1.010087,37.06348
0.796925068,0.3036171,0.999878,37.06348
0.802000999,0.2410614,1.010446,37.06348
0.807076931,0.4092426,1.003405,37.06348
0.812152863,0.4220465,1.001511,37.06348
0.814690590,0.4315815,1.008753,37.06348
0.819766521,0.4638743,1.000671,37.06348
0.824842453,0.4687801,1.002948,37.11058
0.829918861,0.6066424,1.007066,37.11058
0.834994793,0.6066234,1.008743,37.11058
0.840070724,0.4485692,1.006361,37.11058
0.845146656,0.7058119,0.9965376,37.11058
0.850222588,0.5703954,1.005997,37.11058
0.855298519,0.5556085,1.002722,37.11058
0.860374451,0.5451895,1.003732,37.11058
0.865450382,0.6545379,1.00674,37.11058
0.870528221,0.4890383,1.001495,37.11058
0.875602245,0.4956941,1.006972,36.8956
0.880678177,0.4549443,1.005636,36.8956
0.885754108,0.4238486,1.001275,36.8956
0.890830040,0.5070745,1.004538,36.8956
0.895905972,0.3840979,1.006572,36.8956
0.900982380,0.3323091,1.000518,36.8956
0.906062603,0.2082341,1.009413,36.8956
0.911134243,0.2021286,1.003174,36.8956
0.916211605,0.07297406,1.006833,36.8956
0.921286106,0.2596774,1.005876,36.82217
0.926362038,0.2237077,1.001663,36.82217
0.931437969,0.1253212,1.005474,36.82217
0.936513901,0.1592511,1.005598,36.82217
0.941589832,0.1117151,1.005143,36.82217
0.946665764,0.1373741,1.004604,36.82217
0.951741695,0.2021286,1.005165,36.82217
0.956817627,0.1090415,1.001775,36.82217
0.961893558,0.1254132,1.004984,36.82217
0.966969490,0.2305597,1.001471,36.82217
0.972045422,0.1675618,1.000597,36.72032
0.977125168,0.09728681,1.001473,36.72032
0.982197762,0.1362855,1.004318,36.72032
0.984735489,0.1844228,1.003142,36.72032
0.989815712,0.271851,1.006974,36.72032
0.994887352,0.327879,1.007259,36.72032
0.999963284,0.09804045,0.9982023,36.72032
1.005038738,0.1568593,1.005302,36.72032
1.010114670,0.1451932,1.000372,36.72032
1.015190601,0.164847,1.002119,36.72032
1.020266533,0.1997231,1.004223,37.69234
1.025342464,0.1117151,1.00595,37.69234
1.030418396,0.0857693,1.00605,37.69234
1.035494328,0.147433,1.006266,37.69234
1.040570259,0.1276543,1.004743,37.69234
1.045646667,0.1822241,0.9987155,37.69234
1.050722599,0.136377,1.009312,37.69234
1.055798531,0.2773799,1.000084,37.69234
1.060874462,0.210051,1.00446,37.69234
1.065950394,0.287853,1.007027,37.16843
1.071026325,0.2100499,1.001004,37.16843
