Time (s),W,X,Y,Z
0.003711224,0.9814626,-0.02995817,0.1772986,0.03204006
0.008641243,0.9814449,-0.02994921,0.1773209,0.03246477
0.013571262,0.9814504,-0.02995398,0.1773187,0.03230309
0.018501759,0.9814658,-0.02999664,0.1772935,0.03193561
0.023431778,0.9814821,-0.03005931,0.1773124,0.03126313
0.028361797,0.9814671,-0.03007036,0.1773262,0.03164147
0.033291340,0.9814506,-0.03005129,0.1773375,0.03210822
0.038222313,0.9814196,-0.03000032,0.1773529,0.03300541
0.043152332,0.9814187,-0.02999485,0.1773663,0.03296249
0.048081875,0.9814364,-0.0300326,0.1773573,0.03244811
0.053011894,0.9814587,-0.03005888,0.1773454,0.03180608
0.057941914,0.9814581,-0.03005069,0.1773393,0.03186422
0.062872410,0.98145,-0.03003205,0.1773516,0.03206331
0.067802429,0.9814374,-0.03000365,0.1773577,0.03244001
0.072732449,0.9814354,-0.02999096,0.1773549,0.03253165
0.077662468,0.98142,-0.02995092,0.1773733,0.03292589
0.082592964,0.9814043,-0.02990984,0.177392,0.0333279
0.087522984,0.9813979,-0.029877,0.1773965,0.03351944
0.092453003,0.9814105,-0.02987396,0.1773834,0.03322159
0.097383022,0.9814261,-0.02988041,0.1773672,0.03284202
0.102313519,0.9814255,-0.02987619,0.1773771,0.03281091
0.107243538,0.9814122,-0.02983653,0.1773833,0.03320792
0.112173557,0.9813959,-0.02978947,0.1773952,0.03366619
0.117103577,0.9813802,-0.02973784,0.1774185,0.03404301
0.122034073,0.9813712,-0.02970579,0.1774328,0.03425588
0.129428387,0.9813671,-0.0296642,0.1774296,0.03442531
0.134355068,0.981367,-0.02964822,0.1774364,0.0344067
0.139285088,0.9813725,-0.02964384,0.177439,0.03424053
0.144215107,0.9813761,-0.02964099,0.1774326,0.03417382
0.149145126,0.9813707,-0.02962884,0.1774398,0.0342993
0.154075623,0.9813671,-0.02964732,0.1774451,0.03435808
0.159005642,0.9813578,-0.02965197,0.1774585,0.034552
0.163935661,0.9813558,-0.02966188,0.1774626,0.03457645
0.168865681,0.9813622,-0.02968062,0.1774576,0.03440477
0.173796177,0.9813714,-0.029709,0.177449,0.03416196
0.178726196,0.9813783,-0.02973607,0.1774525,0.03392238
0.183656216,0.9813864,-0.02976671,0.1774458,0.03369232
0.188586712,0.9813877,-0.02978421,0.1774472,0.03363519
0.193516731,0.9813845,-0.02979732,0.1774546,0.03367786
0.198446751,0.981378,-0.02980774,0.1774683,0.03378451
0.203376770,0.9813641,-0.02975342,0.1774762,0.03419217
0.208306313,0.9813573,-0.02971796,0.1774825,0.034386
0.213237286,0.9813544,-0.02969159,0.1774871,0.03446648
0.218166828,0.9813538,-0.02967639,0.1774848,0.03450809
0.223096848,0.9813554,-0.02966242,0.1774808,0.03449609
0.228026867,0.9813557,-0.02965087,0.17748,0.03450066
0.232957363,0.9813505,-0.02963281,0.1774874,0.03462788
0.237887382,0.9813359,-0.0295889,0.1775033,0.03499504
0.242817402,0.9813219,-0.02954249,0.1775174,0.03535112
0.247747421,0.9813145,-0.02951733,0.1775297,0.03551708
0.252677917,0.98131,-0.02949541,0.1775368,0.03562647
0.257607937,0.9813076,-0.02947597,0.1775423,0.0356788
0.262537956,0.9813043,-0.02945106,0.177549,0.03575479
0.267467975,0.981315,-0.02944323,0.1775385,0.03552141
0.272397995,0.9813254,-0.02945799,0.1775228,0.03529709
0.277328491,0.9813303,-0.02947748,0.1775483,0.03501571
0.282258510,0.9813032,-0.02945125,0.1775673,0.03569703
0.287188530,0.9812755,-0.02940207,0.1775816,0.03642039
0.292118549,0.981243,-0.02933371,0.1775963,0.03727002
0.297049045,0.9812407,-0.02931477,0.177616,0.03724724
0.301979065,0.9812657,-0.02934912,0.1776037,0.03661678
0.309374332,0.9813097,-0.0294283,0.177569,0.03553053
0.314304352,0.9813113,-0.02944265,0.1775656,0.03548608
0.319233894,0.9812965,-0.02942966,0.17758,0.03583244
0.324169159,0.9812864,-0.02941535,0.1775891,0.03607836
0.329094410,0.9812714,-0.02938929,0.1776007,0.036446
0.334020614,0.9812537,-0.0293518,0.1776204,0.03685452
0.338950634,0.9812461,-0.02933276,0.1776325,0.03701287
0.343880653,0.9812613,-0.02935366,0.1776214,0.03664614
0.348811149,0.9812878,-0.02942453,0.1776044,0.03595556
0.353741169,0.981307,-0.02948263,0.1775987,0.0354097
0.358671188,0.981299,-0.02948548,0.1776099,0.03557059
