Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.003711224,0.2907836,-0.1669942,-0.3262229,0.3534623,0.08279075,0.9454361,-20.86392,-5.015363,-65.78914,1008.913
0.008641243,0.04588758,-0.04701699,-0.3871456,0.358199,0.1011952,0.9489797,-20.86392,-5.015363,-65.78914,1008.911
0.013571262,-0.2602325,0.01297158,0.4657727,0.3473152,0.05281493,0.9255358,-20.86392,-5.015363,-65.78914,1008.911
0.018501759,-0.01533645,-0.2269827,0.03931354,0.3396095,0.05027429,0.9493827,-20.86392,-5.015363,-65.78914,1008.911
0.023431778,0.6581278,-0.5269256,-0.0216092,0.3586065,0.02972973,0.9047276,-20.86392,-5.015363,-65.78914,1008.911
0.028361797,-0.07656047,0.2529259,-0.9963729,0.3601843,0.09061085,0.9335827,-20.86392,-5.015363,-65.78914,1008.911
0.033291340,-0.01533645,0.3129145,-0.4480684,0.3532726,0.1089242,0.9419195,-20.86392,-5.015363,-65.78914,1008.911
0.038222313,-0.1990085,-0.1070056,0.2220818,0.346892,0.1214288,0.9525747,-20.86392,-5.015363,-65.78914,1008.911
0.043152332,0.04588758,-0.2269827,1.135923,0.3442722,0.07309455,0.9319791,-20.86392,-5.015363,-65.78914,1008.911
0.048081875,-0.07656047,-0.04701699,0.5876182,0.3531922,0.04895378,0.9355022,-20.86392,-5.015363,-65.78914,1008.91
0.053011894,0.04588758,-0.04701699,-0.1434547,0.3454846,0.03875236,0.9325357,-20.14055,-4.262837,-66.18811,1008.91
0.057941914,-0.07656047,0.1329487,-0.5089911,0.3501129,0.07359557,0.9391324,-20.14055,-4.262837,-66.18811,1008.91
0.062872410,0.2295596,-0.1070056,-0.08253194,0.3495677,0.08086121,0.934922,-20.14055,-4.262837,-66.18811,1008.91
0.067802429,0.1683356,0.1329487,0.161159,0.3476354,0.08226995,0.9449638,-20.14055,-4.262837,-66.18811,1008.91
0.072732449,0.1683356,0.07296016,0.1002363,0.3491581,0.07260754,0.9438951,-20.14055,-4.262837,-66.18811,1008.91
0.077662468,-0.2602325,-0.2269827,-0.3871456,0.3544029,0.08667277,0.94357,-20.14055,-4.262837,-66.18811,1008.91
0.082592964,-0.07656047,0.1329487,0.1002363,0.353885,0.08958897,0.9378778,-20.14055,-4.262837,-66.18811,1008.91
0.087522984,-0.07656047,0.01297158,0.3439272,0.3472122,0.07116185,0.9376781,-20.14055,-4.262837,-66.18811,1008.912
0.092453003,-0.01533645,-0.1070056,0.40485,0.3434776,0.05176247,0.9455746,-20.14055,-4.262837,-66.18811,1008.912
0.097383022,-0.07656047,-0.04701699,0.03931354,0.3459302,0.04551809,0.9359534,-20.14055,-4.262837,-66.18811,1008.912
0.102313519,0.2295596,-0.04701699,-0.2653002,0.3554727,0.06929691,0.9323915,-20.87529,-4.263113,-65.79768,1008.912
0.107243538,0.1071116,0.01297158,-0.2043774,0.3461821,0.08225469,0.9468752,-20.87529,-4.263113,-65.79768,1008.912
0.112173557,-0.01533645,-0.1669942,-0.08253194,0.3524723,0.08472639,0.943074,-20.87529,-4.263113,-65.79768,1008.912
0.117103577,-0.1990085,-0.2269827,0.03931354,0.3525075,0.07797093,0.9372693,-20.87529,-4.263113,-65.79768,1008.912
0.122034073,0.04588758,0.07296016,0.161159,0.3506033,0.07407121,0.9429548,-20.87529,-4.263113,-65.79768,1008.912
0.126964092,0.04588758,-0.1070056,0.1002363,0.3491771,0.06874889,0.9400328,-20.87529,-4.263113,-65.79768,1008.911
0.131889820,-0.07656047,-0.2269827,-0.1434547,0.3433671,0.06580938,0.9395326,-20.87529,-4.263113,-65.79768,1008.911
0.139285088,0.04588758,-0.04701699,-0.0216092,0.351666,0.05814235,0.9332247,-20.87529,-4.263113,-65.79768,1008.911
0.144215107,0.1071116,0.1329487,-0.2043774,0.3506589,0.0653709,0.9404683,-20.87529,-4.263113,-65.79768,1008.911
0.149145126,0.2295596,-0.04701699,-0.3871456,0.3549752,0.07410006,0.9429469,-20.87529,-4.263113,-65.79768,1008.911
0.154075623,0.1683356,-0.1669942,-0.1434547,0.3500553,0.0822987,0.9406644,-20.11957,-5.013196,-65.80329,1008.911
0.159005642,-0.01533645,-0.1070056,-0.08253194,0.3509906,0.08666728,0.9378496,-20.11957,-5.013196,-65.80329,1008.911
0.163935661,0.1071116,0.01297158,0.1002363,0.3534875,0.07604943,0.9348592,-20.11957,-5.013196,-65.80329,1008.911
0.168865681,-0.07656047,-0.04701699,0.161159,0.3496628,0.0687521,0.9400319,-20.11957,-5.013196,-65.80329,1008.909
0.173796177,0.1071116,0.01297158,0.161159,0.3491952,0.06584927,0.9390449,-20.11957,-5.013196,-65.80329,1008.909
0.178726196,-0.01533645,-0.1070056,0.03931354,0.3501718,0.0620168,0.9284998,-20.11957,-5.013196,-65.80329,1008.909
0.183656216,0.1071116,-0.1669942,-0.0216092,0.3511388,0.06777728,0.9457448,-20.11957,-5.013196,-65.80329,1008.909
0.188586712,0.1071116,-0.1669942,-0.08253194,0.3466974,0.07646853,0.941558,-20.11957,-5.013196,-65.80329,1008.909
0.193516731,0.04588758,-0.1669942,-0.0216092,0.3510423,0.08036731,0.9415948,-20.11957,-5.013196,-65.80329,1008.909
0.198446751,0.1071116,-0.2869713,-0.08253194,0.3515174,0.08134366,0.9396962,-20.11957,-5.013196,-65.80329,1008.909
0.203376770,0.04588758,0.1329487,0.1002363,0.3500745,0.07939766,0.9401538,-21.23785,-4.262306,-65.41432,1008.909
0.208306313,-0.01533645,-0.1070056,0.1002363,0.349647,0.07116941,0.940537,-21.23785,-4.262306,-65.41432,1008.907
0.213237286,-0.01533645,-0.04701699,0.2220818,0.3486833,0.06875699,0.9362159,-21.23785,-4.262306,-65.41432,1008.907
0.218166828,0.04588758,0.01297158,-0.08253194,0.3491881,0.06729625,0.9404933,-21.23785,-4.262306,-65.41432,1008.907
0.223096848,0.04588758,-0.04701699,0.03931354,0.3443423,0.06485254,0.9380881,-21.23785,-4.262306,-65.41432,1008.907
