Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
0.004195213,0.06949463,1.009532,67.25545
0.009125710,0.1014489,1.007006,67.25545
0.014051437,0.1533907,1.005939,67.25545
0.018981457,0.0340312,1.005445,67.25545
0.023911476,0.2122265,1.003969,67.25545
0.028841972,0.1183207,1.007088,67.25545
0.033771992,0.08224655,1.003333,67.25545
0.038702011,0.1816321,1.002428,67.25545
0.043632030,0.2894183,1.00507,67.25545
0.048562527,0.1755532,1.00286,67.9343
0.053492546,0.2625183,0.998458,67.9343
0.058422565,0.2065008,1.002519,67.9343
0.063353062,0.126342,1.008659,67.9343
0.068283081,0.05522011,1.000277,67.9343
0.073213100,0.2640577,1.006286,67.9343
0.078143597,0.1633613,1.006529,67.9343
0.083073616,0.2811834,1.001999,67.9343
0.088003635,0.3133504,1.005656,67.9343
0.092934132,0.2392214,1.005141,67.47581
0.097864151,0.2492569,1.003398,67.47581
0.102794170,0.3757619,1.003831,67.47581
0.107724667,0.2968367,1.004851,67.47581
0.115119934,0.3279712,1.000337,67.47581
0.120049953,0.2417622,1.005966,67.47581
0.124979973,0.2006704,1.005129,67.47581
0.129910469,0.1014452,0.9999934,67.47581
0.134840488,0.1876724,1.004064,67.47581
0.139770508,0.4595433,1.002299,67.47581
0.144700050,0.3358206,0.9857756,68.1172
0.149631023,0.3247327,0.9964851,68.1172
0.154561043,0.239223,1.031064,68.1172
0.159490585,0.8026419,0.9927331,68.1172
0.164421558,0.3715347,1.006826,68.1172
0.169351578,0.1888178,0.9948594,68.1172
0.174281120,0.3042527,0.9983727,68.1172
0.179212093,0.5022187,0.9964333,68.1172
0.184142113,0.2798281,1.014864,68.1172
0.189071655,0.3274531,1.001678,68.1172
0.194002628,0.2998866,1.005758,67.51733
0.198932648,0.1100325,1.00313,67.51733
0.203862190,0.3898235,1.00594,67.51733
0.208793163,0.453177,0.9989451,67.51733
0.213718891,0.4475075,1.012581,67.51733
0.218650341,0.1948548,1.002913,67.51733
0.223579407,0.1106951,1.002578,67.51733
0.228509426,0.2687654,1.010496,67.51733
0.233439446,0.2975414,1.003282,67.51733
0.238369942,0.2977833,1.002073,67.51733
0.243299961,0.1459581,1.009238,67.56093
0.248229981,0.2462686,1.003037,67.56093
0.253160000,0.3496794,1.006582,67.56093
0.258090496,0.1252892,1.005423,67.56093
0.263020516,0.4699094,1.014022,67.56093
0.267950535,0.4235802,0.9990453,67.56093
0.272881031,0.3717767,1.005444,67.56093
0.277811050,0.3650473,1.004408,67.56093
0.282741070,0.3570129,1.007461,67.56093
0.290136337,0.353595,1.012195,67.6716
0.295066834,0.2809677,1.003605,67.6716
0.299996853,0.06844523,0.9981561,67.6716
0.304926872,0.2918191,1.008561,67.6716
0.309857369,0.2901637,1.00579,67.6716
0.314787388,0.2577768,1.001589,67.6716
0.319721222,0.3308378,1.008587,67.6716
0.324647427,0.242949,1.007008,67.6716
0.329577923,0.1581509,1.007728,67.6716
0.334507942,0.08197039,1.00466,67.6716
0.339437485,0.236714,1.009167,67.62045
0.344368458,0.1642405,1.002647,67.62045
0.349298477,0.3042589,1.006439,67.62045
0.354228020,0.1642405,1.002237,67.62045
0.359158993,0.2571572,1.006006,67.62045
0.364089012,0.4017723,1.003831,67.62045
0.369018555,0.2614178,1.000929,67.62045
0.373949528,0.3205642,1.001791,67.62045
0.378879547,0.3891637,1.007045,67.62045
0.383809090,0.2952734,0.9994715,67.62045
0.388740063,0.2010345,1.002664,67.51733
0.393670082,0.5431711,1.008443,67.51733
0.398599625,0.4281683,1.000754,67.51733
0.403530598,0.2651462,1.00321,67.51733
0.408460140,0.2937766,1.00132,67.51733
0.413386345,0.3075879,1.002849,67.51733
0.418316364,0.2651462,1.001163,67.51733
0.423246861,0.08197039,1.007535,67.51733
0.428181648,0.3658389,1.004964,67.51733
0.433106899,0.1854693,1.004034,67.51733
0.438037396,0.3209208,1.008994,67.11842
0.442967415,0.1572305,1.000253,67.11842
0.447897434,0.2153104,1.005952,67.11842
0.452827931,0.2087363,1.004298,67.11842
0.457757950,0.1189277,1.004311,67.11842
0.465153217,0.3458989,1.001827,67.11842
0.470083237,0.0340312,1.01302,67.11842
0.475013733,0.2357918,1.003961,67.11842
0.479943752,0.2281052,1.00283,67.11842
0.484873772,0.06949463,1.007901,67.51733
0.489804268,0.1520569,1.001104,67.51733
0.494734287,0.08197495,1.007571,67.51733
0.499664784,0.1409526,1.003729,67.51733
0.504594803,0.1100428,1.0023,67.51733
0.509524822,0.1459555,1.006523,67.51733
0.514454842,0.08197039,1.00873,67.51733
0.519384861,0.0340422,1.002383,67.51733
0.524315357,0.1854632,1.005998,67.51733
0.529245377,0.08109184,1.007009,67.51733
0.534179688,0.1984141,1.005317,67.25545
0.539105892,0.1241345,1.007318,67.25545
0.544035912,0.1941047,1.007519,67.25545
0.548965454,0.2909704,0.9998491,67.25545
0.553896427,0.1846912,1.00529,67.25545
0.558826447,0.2603137,1.009689,67.25545
0.563755989,0.1409266,1.004244,67.25545
0.568686962,0.1686406,1.007101,67.25545
0.573616982,0.2357997,1.010058,67.25545
0.578546524,0.2153104,1.002878,67.25545
0.583477497,0.08224655,1.004019,67.4053
0.588407517,0.3829191,1.007938,67.4053
0.593337059,0.2504781,1.0046,67.4053
0.598268032,0.1269135,1.004467,67.4053
0.603197575,0.2640577,1.008856,67.4053
0.608127594,0.1973225,1.006676,67.4053
0.613054276,0.2566571,1.003087,67.4053
0.617984295,0.1241315,1.003277,67.4053
0.622915745,0.08109184,1.002253,67.4053
0.627844334,0.1315286,1.003495,67.4053
0.632774830,0.1183207,1.010155,67.47581
0.637704849,0.2397747,1.011209,67.47581
0.645100117,0.2339189,1.00973,67.47581
0.650035381,0.3710784,1.011788,67.47581
0.654960632,0.2777728,1.003348,67.47581
0.659890652,0.4206981,1.00757,67.47581
0.664820671,0.3308676,1.004779,67.47581
0.669751167,0.3104367,1.000269,67.47581
0.674681187,0.3686243,1.005543,67.47581
0.679611206,0.3126621,1.004731,67.47581
0.684541702,0.4863142,1.003899,67.47581
0.689471722,0.4423759,1.001139,67.47581
0.694401741,0.3629619,1.008739,67.47581
0.699332237,0.3859874,1.004656,67.47581
0.704262257,0.2908305,0.9966589,67.47581
0.709192276,0.1825645,1.006967,67.47581
0.714122296,0.3650739,1.002774,67.47581
0.719052792,0.2726005,1.007016,67.47581
0.723982811,0.5018121,1.008785,67.47581
0.728912354,0.4138288,1.002258,67.35485
0.733843327,0.6741734,1.009356,67.35485
0.738773346,0.6539932,1.008207,67.35485
0.743706227,0.5820059,1.002104,67.35485
0.748633862,0.4423768,1.003321,67.35485
0.753563881,0.5770412,0.9981179,67.35485
0.758493423,0.5529221,1.007122,67.35485
0.763424396,0.6970963,1.001546,67.35485
0.768354416,0.7702761,1.003881,67.35485
0.773283958,0.5461689,1.005311,67.35485
0.778214931,0.5107182,1.003366,67.55422
0.783144951,0.4996037,1.001126,67.55422
0.788074493,0.3954854,1.002281,67.55422
0.793009281,0.6368232,1.000492,67.55422
0.797935009,0.5069776,1.010294,67.55422
0.802865028,0.70525,1.008812,67.55422
0.807795048,0.6643844,1.0043,67.55422
0.812721729,0.7248961,0.9961388,67.55422
0.820116997,0.779853,1.003929,67.55422
0.825047016,0.8432607,1.00659,67.55422
0.829977035,0.6946453,1.002941,67.29922
0.834907532,0.8630127,1.004473,67.29922
0.839837551,0.7940022,0.9986368,67.29922
0.844767570,0.70525,1.004586,67.29922
0.849698067,0.8938774,1.005734,67.29922
0.854628086,0.7676668,1.006957,67.29922
0.859558105,0.8639786,1.010481,67.29922
0.864488602,0.9142765,0.9985124,67.29922
0.869418621,0.9553895,1.001776,67.29922
0.874348640,0.9627365,1.004436,66.67453
0.879283905,0.7313634,0.9927044,66.67453
0.884209156,0.8080423,1.00697,66.67453
0.889139175,1.042436,1.004435,66.67453
0.894069672,0.8692667,1.014545,66.67453
0.898999691,0.7353696,1.020068,66.67453
0.903929710,0.8116772,1.002724,66.67453
0.908859730,0.4668706,0.9908001,66.67453
0.913790226,0.4229398,0.9961229,66.67453
0.918720245,0.7871905,0.9924064,66.67453
0.923649788,0.6708019,1.003025,67.47581
0.928580761,0.9214553,1.006421,67.47581
0.933510780,0.9102088,1.000932,67.47581
0.938440323,0.6002508,1.00625,67.47581
0.943371296,0.6796559,1.003774,67.47581
0.948301315,0.8630131,0.9965991,67.47581
0.953230858,0.5455322,1.005215,67.47581
0.958161831,0.9743801,1.014358,67.47581
0.963091850,0.7200671,1.009329,67.47581
0.968021393,1.025288,1.018743,67.47581
0.972952366,1.779053,1.008562,67.20397
0.977882385,1.620033,0.9989689,67.20397
0.982811928,1.131086,0.993659,67.20397
0.987742901,0.9615624,1.003861,67.20397
0.995138168,0.9656777,1.005334,67.20397
1.000067711,1.145768,1.008792,67.20397
1.004997730,1.114425,1.004731,67.20397
1.009928703,1.218075,1.004674,67.20397
1.014859200,1.396282,1.005838,67.20397
1.019784451,1.16392,1.003376,67.20397
1.024714470,1.267022,1.004815,67.6716
1.029644966,1.176839,1.002373,67.6716
1.034574986,1.12615,1.000644,67.6716
1.039505005,1.320304,1.003485,67.6716
1.044435501,1.392394,1.007759,67.6716
1.049365520,1.442759,1.000264,67.6716
1.054295540,1.380242,0.9960484,67.6716
1.059226036,1.202745,0.9932055,67.6716
1.064156055,1.084036,1.000115,67.6716
1.069086075,0.8706459,0.9966465,67.6716
1.074016571,0.7365403,0.9956324,67.57688
1.078946590,0.7252028,0.9969844,67.57688
1.083876610,0.7799944,1.003775,67.57688
1.088807106,0.7871905,1.007291,67.57688
1.093737125,0.8608528,1.00666,67.57688
1.098667145,1.263706,1.006706,67.57688
1.103597641,1.056439,0.9989418,67.57688
1.108527660,0.7213791,0.9921269,67.57688
1.113457680,0.4724562,0.9982741,67.57688
1.118387222,0.4972191,1.005576,67.57688
1.123318195,0.5473722,1.009666,67.71513
1.128248215,0.7083389,1.003017,67.71513
1.133177757,0.5471963,1.001298,67.71513
1.138113499,0.6334655,1.006371,67.71513
1.143038750,0.5655735,1.004062,67.71513
1.147968292,0.4206981,0.99366,67.71513
1.152899265,0.2968367,1.002232,67.71513
1.157829285,0.2994061,1.003789,67.71513
1.162758827,0.1263449,0.9993097,67.71513
1.167689800,0.1846851,1.00535,67.09139
1.175085068,0.2011654,0.9979952,67.09139
1.180015087,0.0340312,0.9947892,67.09139
1.184944630,0.1888178,0.999715,67.09139
1.189875603,0.1996466,1.000359,67.09139
1.194805145,0.4435146,0.9961302,67.09139
1.199735165,0.4284881,1.005683,67.09139
1.204666138,0.5651787,0.9995829,67.09139
1.209595680,0.5957117,0.9991544,67.09139
1.214521885,0.6014492,0.997186,67.09139
1.219452381,1.092263,1.002477,67.4053
1.224384308,0.782402,1.001031,67.4053
1.229312420,0.9850346,1.002799,67.4053
1.234245777,1.237628,0.9959667,67.4053
1.239172936,1.359613,1.003328,67.4053
1.244102955,1.479067,0.9972313,67.4053
1.249032974,1.493053,0.9977136,67.4053
1.253963471,1.819201,0.9928586,67.4053
1.258893490,2.151963,0.9920159,67.4053
1.263823509,2.150894,0.9998934,67.4053
1.268754005,2.740792,0.999777,67.6716
1.273684025,2.607634,0.9982178,67.6716
1.278614044,2.756745,1.002245,67.6716
1.283547401,2.977967,1.00298,67.6716
1.288474560,2.943121,1.007915,67.6716
1.293404579,2.918249,1.010883,67.6716
1.298335075,2.614741,1.021335,67.6716
1.303265095,2.802708,1.013983,67.6716
1.308195114,2.130952,1.076346,67.6716
1.313130379,2.340427,1.04025,67.6716
1.318055630,1.46806,0.9470294,67.46494
1.322985649,2.01479,1.004806,67.46494
1.327915192,1.749551,1.000699,67.46494
1.332846165,0.8696145,0.9687831,67.46494
1.337776184,2.605203,1.030955,67.46494
1.342705727,1.766006,1.058115,67.46494
1.350100994,1.449842,1.007945,67.46494
1.355031967,0.1326161,0.9977103,67.46494
1.359961987,0.6861361,0.9882648,67.46494
1.364891529,0.5461687,0.9964945,67.04753
1.369822502,1.007671,0.9947167,67.04753
1.374754429,1.511624,1.005877,67.04753
1.379682064,1.316755,1.024914,67.04753
1.384613037,0.767962,1.009851,67.04753
1.389542580,0.2052787,1.002843,67.04753
1.394472599,0.6358752,0.9990729,67.04753
1.399403572,0.4194928,0.9908122,67.04753
1.404333115,0.8844815,0.9932895,67.04753
1.409263134,1.340292,1.003362,67.04753
1.414189816,1.439322,1.010475,67.61213
1.419119835,0.9461647,1.009119,67.61213
1.424049854,0.5820118,1.011878,67.61213
1.428980351,0.5488328,1.006503,67.61213
1.433913231,0.66171,0.9993398,67.61213
1.438840389,0.4540453,0.9983875,67.61213
1.443770409,0.8720871,1.002124,67.61213
1.448700905,1.044804,1.005037,67.61213
1.453630924,0.7754214,1.011885,67.61213
1.458560944,0.443503,1.008369,67.61213
1.586745739,0.2558583,1.001148,67.62045
1.589210034,0.5852345,1.004137,67.62045
1.594141007,0.5306002,1.006526,67.62045
1.599070549,0.3710825,1.006658,67.62045
1.604000569,0.5451899,1.004735,67.62045
1.608931542,0.2397996,1.004481,67.66608
1.613857269,0.357609,1.003942,67.66608
1.618787289,0.3797854,1.00466,67.66608
1.623717785,0.6182314,1.000667,67.66608
1.628647804,0.4543319,1.006864,67.66608
1.633577824,0.2571003,1.006388,67.66608
1.638508320,0.1467564,1.001439,67.66608
1.643438339,0.06245095,1.003801,67.66608
1.648368359,0.1243048,1.001061,67.66608
1.653298855,0.193377,1.002557,67.66608
1.764227390,0.2190482,1.002691,67.09139
1.764227390,0.2190482,1.002691,67.09139
1.769156933,0.2289441,1.003681,67.09139
1.774087906,0.1748704,1.00148,67.09139
1.779017448,0.2246044,1.007,67.09139
1.783948421,0.1137805,1.00313,67.09139
1.788878441,0.1939884,1.003952,67.09139
1.793807983,0.1225028,1.00732,67.09139
1.798738003,0.1217959,1.005018,67.09139
1.803668976,0.1551059,1.005581,67.97765
1.808598518,0.1949411,1.008387,67.97765
1.813524723,0.08712375,1.000812,67.97765
1.818455219,0.05192675,1.004293,67.97765
1.823385239,0.1457109,1.006843,67.97765
1.828315258,0.2415913,1.003948,67.97765
1.833245754,0.1071892,1.003765,67.97765
1.944174290,0.4152473,1.002625,67.04753
1.949104786,0.1712373,1.001948,67.35485
1.954034805,0.1921594,0.9989727,67.35485
1.958964825,0.2508473,1.002913,67.35485
1.963895321,0.213745,1.005114,67.35485
1.968825340,0.3507148,0.9998897,67.35485
1.973755836,0.1906245,1.005389,67.35485
1.978685856,0.1726751,1.008675,67.35485
1.983615875,0.2915156,1.002577,67.35485
1.988545418,0.4354281,1.005271,67.35485
1.993480682,0.4280497,1.006666,67.35485
1.998406410,0.2508919,1.001798,67.20397
2.003335953,0.1662237,1.006267,67.20397
2.008265972,0.2806024,1.005687,67.20397
2.013192654,0.1739815,1.000007,67.20397
2.018122673,0.3004727,1.007025,67.20397
2.129051685,0.1394148,1.005022,67.86633
2.133981705,0.0572656,1.007968,67.86633
2.138911724,0.06631567,1.000465,67.86633
2.143842220,0.05078591,1.007007,67.86633
2.148772240,0.06855237,1.006785,67.62045
2.153702259,0.1377323,0.9994437,67.62045
2.158632755,0.29155,1.004798,67.62045
2.163562775,0.136501,1.007634,67.62045
2.168492317,0.2271293,1.004097,67.62045
2.173423290,0.1057859,1.006215,67.62045
2.178353310,0.06597663,0.9992079,67.62045
2.183282852,0.05366247,1.006992,67.62045
2.188213825,0.1854476,1.004789,67.62045
2.193143845,0.1724459,0.999158,67.51733
2.198073387,0.137473,1.007057,67.51733
2.309002400,0.4557446,1.000371,67.56093
2.313928604,0.5288207,1.00261,67.56093
2.318859100,0.4162516,0.9993333,67.56093
2.323789120,0.2090845,1.004836,67.56093
2.328719139,0.128628,1.002809,67.56093
2.333649635,0.188076,0.9976345,67.56093
2.338579655,0.1104613,1.006974,67.56093
2.343509674,0.04950918,1.001089,67.51733
2.348439694,0.2212156,1.004752,67.51733
2.353370190,0.201389,1.008066,67.51733
2.358300209,0.4890332,1.005326,67.51733
2.363230705,0.2175735,1.005601,67.51733
2.368160725,0.2564205,1.018523,67.51733
2.373090744,0.1801942,0.9998922,67.51733
2.378020287,0.5044374,1.007107,67.51733
2.382951260,0.4374655,1.005972,67.51733
2.496344566,0.1704758,1.006238,67.33881
2.498809815,0.1217421,1.00814,67.33881
2.503739834,0.06494913,1.00188,67.33881
2.508669853,0.09926733,1.002245,67.33881
2.513596535,0.2440899,0.9992459,67.33881
2.518526554,0.2060924,1.004798,67.33881
2.523456574,0.1017445,1.005219,67.33881
2.528387070,0.1669022,1.004164,67.33881
2.533319473,0.1688827,1.007265,67.33881
2.538247109,0.2847767,1.000625,67.09139
2.543177605,0.4064743,1.003403,67.09139
2.548107624,0.4496056,1.002134,67.09139
2.553037644,0.2044676,1.001278,67.09139
2.557968140,0.09271135,1.006295,67.09139
2.562898159,0.2043455,1.003802,67.09139
2.567828179,0.06534729,1.003202,67.09139
2.681222439,0.1259993,0.9970846,67.62045
2.683686733,0.2354931,1.008015,67.11842
2.688617706,0.3015941,1.00333,67.11842
2.693547249,0.2231511,1.003877,67.11842
2.698477268,0.1576934,1.002728,67.11842
2.703407765,0.3061735,1.001957,67.11842
2.708338738,0.3490454,1.010165,67.11842
2.713263989,0.2348224,0.9996712,67.11842
2.718194485,0.4682241,0.9995754,67.11842
2.723124504,0.3538373,1.007136,67.11842
2.728059769,0.4876493,1.003277,67.11842
2.732985020,0.4873996,1.003874,67.46494
2.737915039,0.7423078,0.9896929,67.46494
2.742849827,0.5462236,1.012691,67.46494
2.747775078,0.7916345,0.9888565,67.46494
2.752705574,0.3444308,1.030393,67.46494
