Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.004195213,-2.844385,-24.42292,-29.10992
0.009125710,-2.844275,-24.42256,-29.11041
0.014051437,-2.844517,-24.42242,-29.10822
0.018981457,-2.844578,-24.42268,-29.10583
0.023911476,-2.844219,-24.42243,-29.10461
0.028841972,-2.843662,-24.42269,-29.10432
0.033771992,-2.843703,-24.42248,-29.1045
0.038702011,-2.843096,-24.42234,-29.10317
0.043632030,-2.841803,-24.42193,-29.10708
0.048562527,-2.841328,-24.42126,-29.102
0.053492546,-2.839963,-24.42105,-29.099
0.058422565,-2.839983,-24.4223,-29.09117
0.063353062,-2.84012,-24.42269,-29.08106
0.068283081,-2.839301,-24.42258,-29.07592
0.073213100,-2.839374,-24.42283,-29.06613
0.078143597,-2.839327,-24.42367,-29.05793
0.083073616,-2.838003,-24.42406,-29.05359
0.088003635,-2.836944,-24.42532,-29.04917
0.095398903,-2.836824,-24.42693,-29.02753
0.100329399,-2.835864,-24.42684,-29.01584
0.105259419,-2.834922,-24.42771,-29.00385
0.110189438,-2.833667,-24.42749,-28.99513
0.115119934,-2.832021,-24.42777,-28.98834
0.120049953,-2.831039,-24.42891,-28.98051
0.124979973,-2.830185,-24.42896,-28.97239
0.129910469,-2.830441,-24.42971,-28.95822
0.134840488,-2.830352,-24.43007,-28.94742
0.139770508,-2.827305,-24.43249,-28.94002
0.144700050,-2.82491,-24.43561,-28.94882
0.149631023,-2.825028,-24.43204,-28.96048
0.154561043,-2.827242,-24.42803,-28.96398
0.159490585,-2.825964,-24.42861,-28.97603
0.164421558,-2.82432,-24.43328,-28.9781
0.169351578,-2.821301,-24.43367,-28.99218
0.174281120,-2.82006,-24.43378,-29.00045
0.179212093,-2.821083,-24.43246,-29.00413
0.184142113,-2.82241,-24.43042,-29.00724
0.189071655,-2.821519,-24.42737,-29.02289
0.194002628,-2.819215,-24.42834,-29.02263
0.198932648,-2.817068,-24.42842,-29.02628
0.203862190,-2.817649,-24.42827,-29.02039
0.208793163,-2.8201,-24.42772,-29.00596
0.213718891,-2.82281,-24.42539,-28.9904
0.218650341,-2.822182,-24.42297,-28.98944
0.223579407,-2.819705,-24.42133,-28.9975
0.228509426,-2.817129,-24.42076,-29.00569
0.233439446,-2.816802,-24.42064,-29.00632
0.238369942,-2.820021,-24.42155,-28.99092
0.243299961,-2.823154,-24.42206,-28.97866
0.248229981,-2.823929,-24.42158,-28.9755
0.253160000,-2.823169,-24.4206,-28.98063
0.258090496,-2.820117,-24.41907,-28.99385
0.263020516,-2.819463,-24.41623,-29.00353
0.267950535,-2.822231,-24.4155,-28.99889
0.275345802,-2.826955,-24.4142,-28.98555
0.280276299,-2.826709,-24.41328,-28.98438
0.285206318,-2.825268,-24.41356,-28.98812
0.290136337,-2.824082,-24.41166,-28.99292
0.295066834,-2.82451,-24.41047,-28.98981
0.299996853,-2.826536,-24.41105,-28.97978
0.304926872,-2.828799,-24.41036,-28.9679
0.309857369,-2.82897,-24.41026,-28.96041
0.314787388,-2.828645,-24.41005,-28.95567
0.319721222,-2.827935,-24.40859,-28.95448
0.324647427,-2.827749,-24.40688,-28.95358
0.329577923,-2.828823,-24.40579,-28.9468
0.334507942,-2.829907,-24.40467,-28.93958
0.339437485,-2.829339,-24.40491,-28.94034
0.344368458,-2.828429,-24.40455,-28.94312
0.349298477,-2.827671,-24.40407,-28.94419
0.354228020,-2.828328,-24.40398,-28.93945
0.359158993,-2.828173,-24.40313,-28.93819
0.364089012,-2.827779,-24.4018,-28.93806
0.369018555,-2.82663,-24.40086,-28.94138
0.373949528,-2.825088,-24.39964,-28.94597
0.378879547,-2.824343,-24.39834,-28.9456
0.383809090,-2.823466,-24.39725,-28.94776
0.388740063,-2.823418,-24.39676,-28.93862
0.393670082,-2.821512,-24.3954,-28.93498
0.398599625,-2.818934,-24.39397,-28.93564
0.403530598,-2.818121,-24.39288,-28.9312
0.408460140,-2.816949,-24.39159,-28.92812
0.413386345,-2.816521,-24.38983,-28.92327
0.418316364,-2.816693,-24.38877,-28.91661
0.423246861,-2.81611,-24.38756,-28.91291
0.428181648,-2.81404,-24.38576,-28.91457
0.433106899,-2.810936,-24.38345,-28.92321
0.438037396,-2.80846,-24.38198,-28.92678
0.442967415,-2.809333,-24.38286,-28.91453
0.450362682,-2.809757,-24.38418,-28.89796
0.455292702,-2.809481,-24.38379,-28.88857
0.460225105,-2.808847,-24.38351,-28.88354
0.465153217,-2.807959,-24.3829,-28.87454
0.470083237,-2.807643,-24.38258,-28.86735
0.475013733,-2.808393,-24.38308,-28.8562
0.479943752,-2.808703,-24.38482,-28.84365
0.484873772,-2.808949,-24.38522,-28.83502
0.489804268,-2.808897,-24.38465,-28.83294
0.494734287,-2.808708,-24.38399,-28.82858
0.499664784,-2.809065,-24.38348,-28.82652
0.504594803,-2.807863,-24.38275,-28.82855
0.509524822,-2.807436,-24.38286,-28.8262
0.514454842,-2.807748,-24.38333,-28.81863
0.519384861,-2.80873,-24.38375,-28.81139
0.524315357,-2.80792,-24.38329,-28.80957
0.529245377,-2.807396,-24.38265,-28.80957
0.534179688,-2.806461,-24.38039,-28.81452
0.539105892,-2.805266,-24.38039,-28.82124
0.544035912,-2.804997,-24.38018,-28.82585
0.548965454,-2.80693,-24.38104,-28.81854
0.553896427,-2.806838,-24.38166,-28.81807
0.558826447,-2.806791,-24.38253,-28.81836
0.563755989,-2.806085,-24.3818,-28.82158
0.568686962,-2.804484,-24.38148,-28.83085
0.573616982,-2.804657,-24.38267,-28.83085
0.578546524,-2.804733,-24.38289,-28.83292
0.583477497,-2.805315,-24.38309,-28.82972
0.588407517,-2.804751,-24.38364,-28.82177
0.593337059,-2.805628,-24.38449,-28.81396
0.598268032,-2.805418,-24.38477,-28.80639
0.603197575,-2.804619,-24.38492,-28.80125
0.608127594,-2.805467,-24.38565,-28.79293
0.613054276,-2.807082,-24.38709,-28.77968
0.617984295,-2.807462,-24.38846,-28.76951
0.625379563,-2.80757,-24.38896,-28.75906
0.630309582,-2.807399,-24.38901,-28.75227
0.635239601,-2.806291,-24.3878,-28.74769
0.640170098,-2.803969,-24.38696,-28.74993
0.645100117,-2.802924,-24.38687,-28.74793
0.650035381,-2.802157,-24.38671,-28.74583
0.654960632,-2.802041,-24.38724,-28.74216
0.659890652,-2.802254,-24.38863,-28.73382
0.664820671,-2.803114,-24.39062,-28.72189
0.669751167,-2.80426,-24.39344,-28.70866
0.674681187,-2.805498,-24.39565,-28.69303
0.679611206,-2.806766,-24.39715,-28.68143
0.684541702,-2.807961,-24.39931,-28.6694
0.689471722,-2.808381,-24.40098,-28.65936
0.694401741,-2.809196,-24.40241,-28.65
0.699332237,-2.810881,-24.40439,-28.63527
0.704262257,-2.812483,-24.40685,-28.62022
0.709192276,-2.813544,-24.40856,-28.60599
0.714122296,-2.814082,-24.40942,-28.59732
0.719052792,-2.814839,-24.40954,-28.5892
0.723982811,-2.814851,-24.40967,-28.5874
0.728912354,-2.813036,-24.40928,-28.59393
0.733843327,-2.812586,-24.41072,-28.59166
0.738773346,-2.813658,-24.41355,-28.58356
0.743706227,-2.815597,-24.41661,-28.57085
0.748633862,-2.816817,-24.42002,-28.55806
0.753563881,-2.818438,-24.42331,-28.54442
0.758493423,-2.818894,-24.42623,-28.53791
0.763424396,-2.81813,-24.42858,-28.5342
0.768354416,-2.819342,-24.43169,-28.52718
0.773283958,-2.821431,-24.43427,-28.51345
0.778214931,-2.8232,-24.43715,-28.50972
0.783144951,-2.825125,-24.44017,-28.5095
0.788074493,-2.825907,-24.44182,-28.51519
0.793009281,-2.825582,-24.44417,-28.52352
0.800400734,-2.825727,-24.44625,-28.53907
0.805331230,-2.825533,-24.44835,-28.55008
0.810260296,-2.824778,-24.45051,-28.56106
0.815186501,-2.826332,-24.45311,-28.56563
0.820116997,-2.827736,-24.45639,-28.56977
0.825047016,-2.828403,-24.46,-28.57396
0.829977035,-2.829395,-24.4626,-28.58228
0.834907532,-2.83044,-24.4666,-28.58882
0.839837551,-2.832911,-24.47087,-28.59006
0.844767570,-2.834627,-24.47445,-28.5916
0.849698067,-2.836822,-24.47823,-28.59517
0.854628086,-2.83847,-24.47992,-28.60468
0.859558105,-2.838919,-24.4841,-28.6135
0.864488602,-2.839887,-24.48866,-28.61867
0.869418621,-2.840991,-24.49301,-28.62411
0.874348640,-2.841901,-24.49808,-28.62493
0.879283905,-2.844412,-24.5028,-28.6178
0.884209156,-2.844151,-24.50484,-28.62437
0.889139175,-2.845012,-24.50965,-28.62418
0.894069672,-2.845182,-24.51337,-28.62698
0.898999691,-2.845593,-24.51576,-28.62871
0.903929710,-2.846539,-24.52097,-28.62343
0.908859730,-2.84753,-24.52486,-28.61881
0.913790226,-2.847386,-24.52761,-28.62157
0.918720245,-2.846433,-24.53065,-28.62592
0.923649788,-2.847404,-24.53432,-28.62144
0.928580761,-2.848272,-24.5374,-28.61212
0.933510780,-2.849971,-24.54179,-28.5964
0.938440323,-2.851144,-24.54557,-28.58021
0.943371296,-2.853276,-24.54877,-28.56305
0.948301315,-2.85445,-24.55277,-28.54928
0.953230858,-2.854358,-24.55581,-28.53875
0.958161831,-2.854798,-24.55922,-28.52551
0.963091850,-2.855461,-24.56124,-28.51321
0.968021393,-2.855182,-24.56246,-28.50833
0.972952366,-2.851646,-24.56609,-28.5228
0.980347633,-2.847687,-24.58056,-28.53446
0.985277653,-2.850375,-24.58961,-28.52272
0.990207195,-2.853925,-24.59489,-28.50627
0.995138168,-2.856818,-24.5983,-28.49552
1.000067711,-2.855774,-24.60047,-28.50695
1.004997730,-2.850039,-24.60363,-28.53144
1.009928703,-2.846304,-24.60865,-28.54918
1.014859200,-2.846411,-24.61471,-28.55277
1.019784451,-2.849958,-24.62034,-28.53977
1.024714470,-2.853139,-24.62623,-28.52139
1.029644966,-2.853831,-24.63193,-28.51116
1.034574986,-2.851318,-24.63653,-28.51527
1.039505005,-2.847498,-24.642,-28.5266
1.044435501,-2.845018,-24.64656,-28.53404
1.049365520,-2.844173,-24.65271,-28.53486
1.054295540,-2.846094,-24.66084,-28.52036
1.059226036,-2.84805,-24.66978,-28.5031
1.064156055,-2.849906,-24.67764,-28.48677
1.069086075,-2.849191,-24.68438,-28.47726
1.074016571,-2.848195,-24.68909,-28.46576
1.078946590,-2.847219,-24.69316,-28.46007
1.083876610,-2.847957,-24.6977,-28.44839
1.088807106,-2.848209,-24.70066,-28.44098
1.093737125,-2.848172,-24.70284,-28.43576
1.098667145,-2.845767,-24.70588,-28.44003
1.103597641,-2.842743,-24.71254,-28.43958
1.108527660,-2.839417,-24.71947,-28.43944
1.113457680,-2.842504,-24.72487,-28.41805
1.118387222,-2.847292,-24.7276,-28.3917
1.123318195,-2.850771,-24.72995,-28.37737
1.128248215,-2.848324,-24.73244,-28.38589
1.133177757,-2.845155,-24.73516,-28.39899
1.138113499,-2.844327,-24.73862,-28.40433
1.143038750,-2.84631,-24.74234,-28.3989
1.147968292,-2.849233,-24.74556,-28.38769
1.155363560,-2.851706,-24.74877,-28.37259
1.160294533,-2.851066,-24.75061,-28.37281
1.165224552,-2.849448,-24.75184,-28.37708
1.170154095,-2.848946,-24.7533,-28.37393
1.175085068,-2.850402,-24.75417,-28.36716
1.180015087,-2.852762,-24.75525,-28.35505
1.184944630,-2.853727,-24.75664,-28.34539
1.189875603,-2.853786,-24.75673,-28.34085
1.194805145,-2.852662,-24.75581,-28.34211
1.199735165,-2.851813,-24.75456,-28.34434
1.204666138,-2.851324,-24.75298,-28.34398
1.209595680,-2.853943,-24.75189,-28.33576
1.214521885,-2.855979,-24.75045,-28.32473
1.219452381,-2.85773,-24.74724,-28.30867
1.224384308,-2.858378,-24.74398,-28.29585
1.229312420,-2.857785,-24.74006,-28.29049
1.234245777,-2.857332,-24.7353,-28.28567
1.239172936,-2.858783,-24.72972,-28.27703
1.244102955,-2.862253,-24.72527,-28.25654
1.249032974,-2.865964,-24.72052,-28.23689
1.253963471,-2.867883,-24.71515,-28.22063
1.258893490,-2.869063,-24.70859,-28.2093
