Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.223579407,0.7905648,0.4987262,-0.3379386,-0.4381721,0.8583489,0.2422979,0.4134435,-0.04444397,0.9023626
0.228509426,0.7905061,0.4988335,-0.3379184,-0.4382873,0.8582889,0.2423032,0.4134344,-0.04440362,0.9023688
0.233439446,0.790502,0.498841,-0.337917,-0.4382964,0.8582848,0.242301,0.4134325,-0.04439851,0.9023699
0.238369942,0.7906139,0.4986299,-0.3379665,-0.4380808,0.8584048,0.2422657,0.4134469,-0.0444489,0.9023612
0.243299961,0.7907041,0.4984647,-0.3379982,-0.4379095,0.8584977,0.2422445,0.4134551,-0.04449806,0.902355
0.248229981,0.790731,0.4984215,-0.3379982,-0.4378674,0.8585218,0.2422338,0.4134474,-0.04451042,0.9023576
0.253160000,0.7906981,0.4984932,-0.3379695,-0.4379417,0.8584809,0.242245,0.4134318,-0.04449879,0.9023653
0.258090496,0.790607,0.4986725,-0.337919,-0.4381297,0.8583796,0.2422654,0.4134076,-0.04445128,0.9023787
0.263020516,0.7905513,0.4988119,-0.3378443,-0.4382735,0.8582996,0.2422907,0.4133624,-0.044442,0.9023999
0.267950535,0.7905911,0.4987581,-0.3378297,-0.4382119,0.8583282,0.2422993,0.4133508,-0.04448584,0.9024028
0.272881031,0.7906767,0.4986213,-0.3378314,-0.4380698,0.8584048,0.2422852,0.4133377,-0.04454276,0.9024063
0.280276299,0.7907162,0.4985656,-0.3378212,-0.4380194,0.8584365,0.2422642,0.4133156,-0.04455719,0.9024159
0.285206318,0.7906855,0.4986132,-0.3378219,-0.4380699,0.8584097,0.2422667,0.4133201,-0.04453436,0.9024146
0.290136337,0.7906612,0.4986769,-0.3377854,-0.4381429,0.8583738,0.2422625,0.4132897,-0.04451638,0.9024293
0.295066834,0.7906923,0.4986321,-0.3377782,-0.4381042,0.8583993,0.2422416,0.4132708,-0.04452354,0.9024376
0.299996853,0.790765,0.4984939,-0.3378111,-0.4379635,0.8584776,0.2422175,0.4132802,-0.04455524,0.9024317
0.304926872,0.7908598,0.4983284,-0.337832,-0.4378017,0.8585712,0.2421762,0.4132692,-0.04459113,0.9024348
0.309857369,0.7909178,0.4982173,-0.3378606,-0.4376988,0.8586358,0.2421341,0.4132676,-0.04459387,0.9024359
0.314787388,0.7909548,0.498144,-0.3378804,-0.4376339,0.8586779,0.2420996,0.4132642,-0.04458881,0.9024372
0.319721222,0.7909735,0.4981212,-0.3378713,-0.4376227,0.8586922,0.2420709,0.413241,-0.04457817,0.9024488
0.324647427,0.7909908,0.4981052,-0.337853,-0.437616,0.858701,0.2420497,0.4132138,-0.04457583,0.9024608
0.329577923,0.7910493,0.4980091,-0.337857,-0.4375261,0.8587556,0.2420175,0.4131964,-0.04459313,0.9024678
0.334507942,0.7911118,0.4979067,-0.3378625,-0.4374305,0.8588144,0.2419829,0.4131787,-0.04461063,0.9024755
0.339437485,0.7911045,0.4979149,-0.3378676,-0.4374402,0.8588101,0.2419807,0.4131826,-0.0446016,0.9024742
0.344368458,0.7910852,0.4979508,-0.3378587,-0.4374796,0.8587896,0.2419806,0.4131768,-0.04458737,0.9024771
0.349298477,0.7910805,0.4979624,-0.337854,-0.4374964,0.8587841,0.2419719,0.4131691,-0.04457563,0.9024817
0.354228020,0.7911173,0.497895,-0.337867,-0.4374312,0.8588225,0.2419531,0.4131677,-0.04458601,0.9024819
0.359158993,0.7911319,0.4978745,-0.3378618,-0.4374166,0.858834,0.2419369,0.4131542,-0.04458385,0.9024878
0.364089012,0.7911413,0.4978693,-0.3378474,-0.4374194,0.8588374,0.2419201,0.4131331,-0.04457812,0.9024977
0.369018555,0.7911222,0.4979119,-0.3378302,-0.4374688,0.8588139,0.2419152,0.4131181,-0.04456037,0.9025056
0.373949528,0.7910951,0.4979709,-0.3378073,-0.4375365,0.8587812,0.2419097,0.4130988,-0.04453652,0.9025158
0.378879547,0.7911057,0.4979598,-0.3377972,-0.4375357,0.8587876,0.2418863,0.4130781,-0.04452522,0.9025251
0.383809090,0.7910963,0.4979864,-0.3377806,-0.4375694,0.8587731,0.2418775,0.4130607,-0.04451181,0.9025339
0.388740063,0.7911689,0.4978487,-0.3378127,-0.4374448,0.8588526,0.2418194,0.413053,-0.04451121,0.9025374
0.393670082,0.7912056,0.4977822,-0.3378254,-0.4373994,0.858893,0.241759,0.4130313,-0.04448171,0.9025492
0.398599625,0.7912098,0.497776,-0.3378252,-0.4374136,0.8588988,0.2417134,0.4130087,-0.04444162,0.9025617
0.403530598,0.7912503,0.4977039,-0.3378357,-0.437356,0.858941,0.2416668,0.4129913,-0.04442918,0.90257
0.408460140,0.7912816,0.4976498,-0.3378409,-0.4373178,0.8589727,0.2416212,0.4129708,-0.04441117,0.9025799
0.413386345,0.7913296,0.4975732,-0.3378405,-0.4372568,0.8590171,0.2415727,0.4129428,-0.04440504,0.9025928
0.418316364,0.791387,0.4974738,-0.3378521,-0.4371687,0.8590744,0.2415281,0.4129259,-0.04440813,0.9026005
0.423246861,0.7914229,0.4974141,-0.3378559,-0.4371217,0.8591095,0.2414884,0.4129068,-0.04439939,0.9026098
0.428181648,0.7914218,0.4974255,-0.3378418,-0.4371509,0.8591045,0.2414533,0.4128781,-0.04436741,0.9026244
0.433106899,0.7913705,0.4975354,-0.3378003,-0.4372784,0.8590435,0.2414399,0.4128414,-0.04431933,0.9026434
0.438037396,0.7913526,0.4975734,-0.3377863,-0.4373329,0.8590235,0.2414125,0.4128181,-0.04428083,0.9026558
0.442967415,0.7914404,0.4973953,-0.3378423,-0.4371605,0.8591257,0.2413603,0.412832,-0.04429429,0.902649
0.447897434,0.7915164,0.4972353,-0.337899,-0.4370073,0.8592176,0.2413088,0.4128478,-0.04429866,0.9026415
0.455292702,0.7916318,0.4970073,-0.337963,-0.4367983,0.8593491,0.241217,0.4128468,-0.04429628,0.902642
0.460225105,0.7916717,0.4969277,-0.3379858,-0.4367296,0.8593954,0.2411758,0.4128424,-0.04428639,0.9026445
0.465153217,0.7917443,0.4967874,-0.3380225,-0.4366076,0.8594774,0.241105,0.4128326,-0.04427265,0.9026501
0.470083237,0.7918009,0.4966772,-0.3380511,-0.4365091,0.859541,0.2410555,0.4128276,-0.04426777,0.9026526
0.475013733,0.791882,0.4965144,-0.3380983,-0.4363529,0.8596336,0.241005,0.4128356,-0.04427938,0.9026479
0.479943752,0.7919666,0.4963292,-0.3381723,-0.4361735,0.8597404,0.2409491,0.4128631,-0.04428368,0.9026356
0.484873772,0.7920296,0.4962013,-0.338212,-0.4360526,0.8598137,0.240905,0.4128695,-0.04428741,0.9026325
0.489804268,0.7920489,0.4961694,-0.3382132,-0.4360258,0.859832,0.2408877,0.4128604,-0.0442868,0.9026366
0.494734287,0.7920858,0.4961022,-0.3382241,-0.4359676,0.8598704,0.2408541,0.41285,-0.04428404,0.9026411
0.499664784,0.7921047,0.496073,-0.3382225,-0.4359408,0.8598869,0.2408435,0.4128419,-0.04428984,0.9026445
0.504594803,0.792094,0.496096,-0.3382141,-0.4359716,0.8598747,0.2408318,0.4128302,-0.04427116,0.9026508
0.509524822,0.792111,0.4960583,-0.3382292,-0.4359387,0.8598967,0.2408124,0.412832,-0.04426439,0.9026503
0.514454842,0.7921655,0.4959466,-0.3382648,-0.4358322,0.8599606,0.2407761,0.4128395,-0.04426914,0.9026467
0.519384861,0.7922179,0.4958441,-0.3382924,-0.4357307,0.8600188,0.2407515,0.4128462,-0.04428448,0.902643
0.524315357,0.7922344,0.4958115,-0.3383007,-0.4357069,0.860038,0.2407251,0.4128388,-0.04427186,0.9026467
0.529245377,0.7922385,0.4958082,-0.3382962,-0.4357093,0.8600405,0.2407124,0.4128287,-0.04426384,0.9026519
0.534179688,0.7922153,0.4958753,-0.3382522,-0.4357855,0.8600026,0.2407102,0.4127928,-0.0442499,0.9026688
0.539105892,0.7921644,0.4959694,-0.3382342,-0.4358787,0.8599495,0.2407318,0.4127927,-0.04423109,0.9026698
0.544035912,0.7921308,0.4960369,-0.3382143,-0.4359432,0.859911,0.2407533,0.4127893,-0.04422693,0.9026716
0.548965454,0.7921807,0.495939,-0.3382403,-0.435839,0.8599657,0.2407459,0.4128031,-0.04425707,0.9026639
0.553896427,0.7921804,0.4959318,-0.3382517,-0.4358303,0.8599699,0.2407465,0.4128129,-0.0442554,0.9026595
0.558826447,0.7921726,0.4959364,-0.338263,-0.4358312,0.8599672,0.240754,0.4128268,-0.04425436,0.9026531
0.563755989,0.7921528,0.4959801,-0.3382455,-0.4358783,0.8599426,0.2407568,0.4128152,-0.04424348,0.9026589
0.568686962,0.7920846,0.4961098,-0.3382159,-0.4360078,0.8598695,0.2407849,0.4128101,-0.04421838,0.9026626
0.573616982,0.7920771,0.4961115,-0.338231,-0.4360036,0.8598683,0.2407966,0.412829,-0.04422069,0.9026538
0.578546524,0.79206,0.4961432,-0.3382248,-0.4360315,0.8598501,0.2408116,0.4128325,-0.0442218,0.9026521
0.583477497,0.7920833,0.4960989,-0.338236,-0.4359867,0.8598754,0.2408031,0.4128357,-0.04423092,0.9026506
0.588407517,0.7921396,0.4959764,-0.3382818,-0.4358746,0.8599458,0.240752,0.4128444,-0.04422182,0.9026466
0.593337059,0.7921937,0.4958649,-0.3383188,-0.4357636,0.8600095,0.2407258,0.412858,-0.04423535,0.9026401
0.598268032,0.7922495,0.4957502,-0.3383561,-0.4356579,0.8600757,0.2406801,0.4128623,-0.04423194,0.9026384
0.603197575,0.7922871,0.4956682,-0.3383867,-0.435586,0.860123,0.2406389,0.4128648,-0.04421928,0.9026375
0.608127594,0.7923459,0.495549,-0.3384243,-0.4354686,0.8601912,0.2406084,0.4128763,-0.04423241,0.9026321
0.613054276,0.7924367,0.4953602,-0.338486,-0.43528,0.8602978,0.2405655,0.4128993,-0.04425733,0.90262
0.617984295,0.7925051,0.4952104,-0.3385444,-0.4351343,0.8603834,0.2405217,0.4129211,-0.04426282,0.9026097
0.622915745,0.792561,0.4950945,-0.3385828,-0.4350255,0.86045,0.2404799,0.4129283,-0.04426307,0.9026066
0.627844334,0.7926003,0.4950136,-0.3386092,-0.4349507,0.8604967,0.2404483,0.4129316,-0.04426121,0.9026054
0.635239601,0.7926743,0.4948753,-0.3386364,-0.4348345,0.8605763,0.2403706,0.4129105,-0.0442446,0.9026154
0.640170098,0.7926628,0.4948946,-0.3386353,-0.4348685,0.8605672,0.2403425,0.4128971,-0.04420832,0.9026233
0.645100117,0.7926789,0.4948585,-0.3386515,-0.4348412,0.8605891,0.2403144,0.4128957,-0.04419191,0.9026252
0.650035381,0.7926953,0.4948222,-0.3386646,-0.4348126,0.8606101,0.2402892,0.4128932,-0.04417986,0.9026265
0.654960632,0.7927198,0.4947669,-0.3386883,-0.43476,0.860642,0.24027,0.4129016,-0.04417786,0.9026229
0.659890652,0.792774,0.4946436,-0.3387407,-0.4346396,0.8607123,0.2402345,0.4129237,-0.04418071,0.9026125
0.664820671,0.7928517,0.4944705,-0.338811,-0.4344674,0.8608108,0.2401922,0.4129553,-0.04419356,0.9025975
0.669751167,0.7929338,0.4942803,-0.3388957,-0.4342743,0.8609188,0.240153,0.4130002,-0.04421062,0.9025763
0.674681187,0.7930378,0.4940541,-0.3389812,-0.4340501,0.8610472,0.2400962,0.4130354,-0.04422934,0.9025595
0.679611206,0.7931157,0.4938881,-0.3390397,-0.4338842,0.8611409,0.2400582,0.4130592,-0.04424877,0.9025475
0.684541702,0.7931927,0.4937156,-0.3391098,-0.4337099,0.8612384,0.2400216,0.4130935,-0.04426683,0.9025309
0.689471722,0.793258,0.4935682,-0.3391713,-0.433565,0.8613224,0.2399813,0.41312,-0.04427286,0.9025186
0.694401741,0.7933195,0.4934333,-0.3392234,-0.4334305,0.8613988,0.2399492,0.4131428,-0.04428519,0.9025077
0.699332237,0.7934178,0.4932229,-0.339298,-0.4332193,0.8615173,0.2399026,0.4131742,-0.04431102,0.9024919
0.704262257,0.793516,0.4930076,-0.3393813,-0.4330023,0.8616393,0.2398565,0.4132133,-0.0443354,0.9024733
0.709192276,0.7936121,0.4928009,-0.3394556,-0.4327991,0.8617561,0.2398015,0.4132406,-0.0443515,0.90246
0.714122296,0.7936721,0.4926742,-0.339499,-0.432676,0.861828,0.2397648,0.4132541,-0.04435968,0.9024535
0.719052792,0.7937323,0.4925566,-0.3395281,-0.432563,0.8618944,0.2397292,0.4132561,-0.04437156,0.9024521
0.723982811,0.7937447,0.4925293,-0.3395374,-0.4325373,0.8619094,0.2397196,0.4132581,-0.04437168,0.9024506
0.728912354,0.7936983,0.4926167,-0.3395203,-0.4326292,0.8618613,0.2397279,0.4132519,-0.04434323,0.902455
0.733843327,0.7937063,0.492581,-0.3395536,-0.4325929,0.8618822,0.2397187,0.4132748,-0.04433565,0.9024451
0.738773346,0.7937493,0.4924674,-0.3396177,-0.4324709,0.861946,0.2397084,0.4133198,-0.04435153,0.9024239
0.743706227,0.7938253,0.4922895,-0.3396969,-0.4322839,0.8620458,0.2396856,0.4133685,-0.04438097,0.9024002
0.748633862,0.7938996,0.4921062,-0.3397874,-0.4320945,0.8621488,0.2396541,0.4134226,-0.04439896,0.9023743
0.753563881,0.7939811,0.4919127,-0.3398762,-0.4318941,0.8622575,0.2396227,0.4134749,-0.04442331,0.9023492
0.758493423,0.7940118,0.4918194,-0.3399403,-0.4317937,0.8623106,0.2396132,0.4135214,-0.04442949,0.9023281
0.763424396,0.7940246,0.4917606,-0.3399951,-0.4317341,0.8623446,0.2395975,0.4135587,-0.04441661,0.9023117
0.768354416,0.7940573,0.491664,-0.3400574,-0.4316259,0.8623982,0.2395977,0.4136081,-0.04443458,0.9022879
0.773283958,0.7941439,0.4914713,-0.3401327,-0.4314265,0.8625059,0.2395673,0.413649,-0.04446654,0.9022676
0.778214931,0.7941536,0.4914275,-0.3401734,-0.4313647,0.8625294,0.2395936,0.4136948,-0.04449337,0.9022453
0.783144951,0.794136,0.4914376,-0.3402,-0.4313512,0.8625222,0.2396441,0.4137428,-0.04452262,0.902222
0.788074493,0.7940829,0.4915291,-0.3401927,-0.4314245,0.8624698,0.239702,0.4137691,-0.04453434,0.9022096
0.793009281,0.7940053,0.4916541,-0.3401935,-0.4315318,0.862399,0.2397641,0.4138063,-0.04452838,0.9021927
0.797935009,0.7939234,0.4918042,-0.3401698,-0.4316639,0.8623141,0.2398345,0.4138274,-0.04453016,0.9021835
0.802865028,0.7938249,0.4919789,-0.3401468,-0.4318181,0.8622144,0.2399149,0.4138553,-0.04452813,0.9021704
0.810260296,0.7936829,0.492219,-0.3401323,-0.4320306,0.8620788,0.2400221,0.4139072,-0.04451345,0.9021475
0.815186501,0.793632,0.4922987,-0.3401363,-0.4320848,0.8620322,0.2400922,0.4139485,-0.04453699,0.9021274
0.820116997,0.7935801,0.4923716,-0.3401526,-0.432131,0.8619898,0.2401626,0.4140006,-0.04455794,0.9021026
0.825047016,0.7935256,0.4924411,-0.3401797,-0.4321765,0.8619498,0.2402247,0.4140579,-0.04456715,0.902076
0.829977035,0.7934463,0.4925738,-0.3401728,-0.4322827,0.8618733,0.2403085,0.4140993,-0.04458182,0.9020562
0.834907532,0.7933717,0.4926811,-0.3401923,-0.4323595,0.8618115,0.2403931,0.4141628,-0.04459684,0.9020264
0.839837551,0.7933353,0.4927174,-0.3402255,-0.4323619,0.861789,0.24047,0.4142306,-0.04463422,0.9019936
0.844767570,0.7933009,0.4927532,-0.3402542,-0.4323709,0.8617674,0.240532,0.4142874,-0.04465995,0.9019665
0.849698067,0.7932498,0.4928223,-0.3402733,-0.4324071,0.8617261,0.2406147,0.4143475,-0.04469313,0.9019371
0.854628086,0.7931677,0.4929765,-0.3402429,-0.4325331,0.8616372,0.2407086,0.4143744,-0.04471849,0.9019238
0.859558105,0.7930744,0.4931146,-0.3402603,-0.4326408,0.8615578,0.2407991,0.4144407,-0.04472403,0.9018929
0.864488602,0.7930065,0.4932011,-0.3402941,-0.4326964,0.8615079,0.2408788,0.4145132,-0.04473763,0.9018591
0.869418621,0.7929376,0.4932925,-0.3403224,-0.4327567,0.8614547,0.2409605,0.4145823,-0.04475343,0.9018265
0.874348640,0.7928993,0.4933136,-0.3403819,-0.4327504,0.8614423,0.2410174,0.4146628,-0.04476593,0.9017892
0.879283905,0.7929227,0.4932244,-0.3404559,-0.4326352,0.8614911,0.2410487,0.4147377,-0.04480376,0.9017529
0.884209156,0.7928607,0.4933234,-0.340459,-0.4327194,0.8614354,0.2410992,0.4147701,-0.04479894,0.9017388
0.889139175,0.7928314,0.4933288,-0.3405196,-0.4326999,0.8614317,0.2411475,0.4148466,-0.04481074,0.9017031
0.894069672,0.7927862,0.4933742,-0.3405583,-0.4327255,0.8614053,0.2411946,0.4149056,-0.04481206,0.9016756
0.898999691,0.7927579,0.4934043,-0.3405809,-0.4327411,0.8613878,0.2412292,0.4149436,-0.04481766,0.9016579
