Time (s),X (g),Y (g),Z (g)
0.002537727,0.4520432,0.1164791,0.06374985
0.007613659,0.4447639,0.1154422,0.07149261
0.012689590,0.4504818,0.1208355,0.06726034
0.017765522,0.4441581,0.1192586,0.06785828
0.020305157,0.4422645,0.1158265,0.07030226
0.025379658,0.4456664,0.1148905,0.07182883
0.030455589,0.4436764,0.1158004,0.07050535
0.035531521,0.4386837,0.1210713,0.07253538
0.040607452,0.4435024,0.1216012,0.07312153
0.045683384,0.4401062,0.1195971,0.07610159
0.050758839,0.4399818,0.1239288,0.0738183
0.055834770,0.4393948,0.1267999,0.0729745
0.060915470,0.4365322,0.121381,0.07548843
0.065986633,0.4325677,0.1226984,0.06792757
0.071062565,0.4336326,0.1164045,0.07471403
0.076138496,0.4311302,0.1187828,0.07529695
0.081214428,0.4320473,0.1197248,0.07299508
0.086290360,0.4295155,0.1235619,0.0730767
0.091366291,0.432633,0.111914,0.07505026
0.096442223,0.4339377,0.118201,0.06936029
0.101517677,0.434884,0.1192284,0.07709865
0.106593609,0.4344486,0.1147964,0.07428592
0.111669540,0.4348542,0.1176838,0.07097483
0.116745472,0.4367545,0.119182,0.0743641
0.121821404,0.429017,0.1156654,0.07727885
0.126897335,0.4274807,0.1180174,0.07107718
0.131973743,0.4260787,0.1151113,0.07634914
0.137049675,0.4280313,0.1141754,0.07874544
0.142125607,0.4294266,0.1165834,0.0729901
0.147201538,0.4323739,0.1141744,0.07153359
0.152276516,0.4342177,0.1200947,0.07773285
0.157355785,0.4331903,0.1219716,0.07053633
0.162428856,0.4342347,0.11863,0.07720754
0.167504787,0.4328886,0.1117405,0.07048424
0.172580719,0.4341407,0.1240036,0.07860386
0.177656651,0.4328434,0.1162098,0.07953042
0.182732582,0.431924,0.1132416,0.07422705
0.185270309,0.433792,0.1181493,0.07420331
0.190346241,0.4393176,0.1104469,0.0727171
0.195422173,0.4417095,0.114412,0.07459614
0.200498581,0.4377491,0.1197346,0.07504934
0.205573559,0.4391875,0.1222092,0.07500012
0.210649490,0.4388401,0.1163846,0.0754163
0.215725422,0.4378886,0.1168761,0.07488632
0.220801354,0.4369718,0.1164563,0.08251159
0.225877762,0.4442303,0.1199648,0.07862024
0.230953693,0.4433998,0.1136326,0.07760802
0.236029625,0.445803,0.1176354,0.0837751
0.241105557,0.444414,0.1141617,0.07607457
0.246181488,0.4463617,0.115683,0.07795732
0.251256466,0.4454471,0.113235,0.07699467
0.256332874,0.443981,0.114715,0.08130147
0.261408806,0.451366,0.1104155,0.0769691
0.266484737,0.4420797,0.1137015,0.07797652
0.271563053,0.4489357,0.1113461,0.07510892
0.276636601,0.4498291,0.1167406,0.07753372
0.281712532,0.4489169,0.1137748,0.0732625
0.286791325,0.4465167,0.113801,0.08048759
0.291864395,0.4431156,0.1132027,0.07238799
0.296940327,0.4502549,0.1210878,0.07243843
0.302015781,0.4460265,0.1132546,0.07633248
0.307095051,0.4425033,0.1185356,0.07495804
0.312167645,0.4448924,0.120499,0.07358131
0.317243576,0.4439839,0.1160799,0.0726884
0.322319508,0.4409643,0.1209114,0.07514381
0.327395439,0.4433524,0.1223625,0.07089514
0.332471371,0.4404782,0.1188899,0.07049483
0.337549210,0.4442767,0.1228337,0.0719966
0.342623234,0.4379476,0.1217524,0.07304333
0.347700596,0.4375252,0.1168708,0.07550539
0.350236416,0.4388866,0.1217537,0.07554007
0.355312824,0.4389054,0.1192554,0.06938435
0.360388756,0.4374609,0.1183188,0.07951617
0.365464687,0.4397527,0.1241196,0.07143094
0.370540619,0.4349868,0.1172124,0.07197592
0.375616551,0.4345639,0.1123207,0.07300188
0.380692482,0.437399,0.1147424,0.06874397
0.385768414,0.4349271,0.1156504,0.06688626
0.390844345,0.430585,0.1136853,0.07459852
0.395920277,0.435892,0.1147335,0.07653844
0.400995731,0.4363873,0.113226,0.07032934
0.406071663,0.4358504,0.1161667,0.07418297
0.411147595,0.4323365,0.1214203,0.06750661
0.416223526,0.438709,0.1191233,0.07371737
0.421299458,0.4416114,0.1191302,0.06989172
0.426375389,0.4304701,0.1165196,0.06849615
0.431451321,0.4318514,0.1204336,0.06849535
0.436527252,0.4283749,0.1242906,0.0699306
0.441603184,0.4308729,0.1204104,0.06753334
0.446679115,0.4318657,0.1199581,0.06943424
0.451754570,0.432843,0.1199667,0.06797762
0.456830502,0.4343826,0.1155968,0.06652448
0.461906433,0.4328851,0.1185433,0.07177804
0.466982365,0.430932,0.1189841,0.06889765
