Time (s),W,X,Y,Z
0.456830502,-0.6287516,0.3381087,0.5820277,0.3850005
0.461906433,-0.6287665,0.338114,0.5820161,0.384989
0.466982365,-0.6287804,0.3381233,0.5820057,0.3849738
0.472058296,-0.6288019,0.338134,0.5819871,0.3849576
0.477134228,-0.6288144,0.3381468,0.5819731,0.384947
0.482210159,-0.6288293,0.3381588,0.5819554,0.3849388
0.487286091,-0.6288476,0.3381684,0.5819329,0.3849345
0.492366314,-0.6288678,0.3381863,0.5819106,0.3849195
0.497438431,-0.6288916,0.3381962,0.5818884,0.3849056
0.502513409,-0.6289132,0.3382013,0.5818726,0.3848897
0.505051613,-0.6289255,0.3382036,0.5818605,0.384886
0.510127545,-0.6289446,0.3382162,0.5818422,0.384871
0.515203476,-0.628957,0.338229,0.5818273,0.3848621
0.520279408,-0.6289643,0.3382487,0.5818139,0.3848531
0.525355339,-0.6289696,0.3382682,0.5818018,0.3848459
0.530431271,-0.628976,0.3382873,0.5817893,0.3848372
0.535508633,-0.6289799,0.3383035,0.5817786,0.3848329
0.540583134,-0.6289804,0.3383164,0.5817715,0.3848315
0.545659065,-0.6289809,0.3383282,0.5817696,0.3848232
0.550736427,-0.6289789,0.3383383,0.5817683,0.3848195
0.555810452,-0.6289784,0.3383484,0.5817695,0.3848096
0.560886383,-0.6289716,0.33836,0.5817726,0.3848061
0.565962315,-0.6289605,0.3383676,0.581781,0.3848044
0.571038246,-0.6289501,0.3383779,0.5817869,0.3848036
0.576114178,-0.6289368,0.3383782,0.5817978,0.3848087
0.581194878,-0.628922,0.3383819,0.5818029,0.3848216
0.586266041,-0.6289107,0.3383823,0.5818106,0.3848282
0.591342449,-0.62889,0.3383915,0.5818226,0.3848361
0.596418381,-0.6288638,0.3383935,0.5818413,0.3848487
0.601494312,-0.6288367,0.3383974,0.5818631,0.3848564
0.606569290,-0.6288043,0.3384103,0.5818849,0.3848653
0.611645222,-0.628772,0.338421,0.5819064,0.3848762
0.616721153,-0.628736,0.3384246,0.5819296,0.3848967
0.621797562,-0.6286972,0.3384308,0.5819517,0.384921
0.626873493,-0.628656,0.3384354,0.5819744,0.38495
0.631949425,-0.6286193,0.3384359,0.5819943,0.3849796
0.637025356,-0.6285771,0.3384396,0.5820139,0.3850156
0.642101288,-0.6285358,0.3384475,0.5820335,0.3850462
0.647177220,-0.6285045,0.3384517,0.5820495,0.3850694
0.652252674,-0.6284663,0.3384641,0.5820681,0.3850929
0.657328606,-0.6284287,0.3384688,0.5820931,0.3851122
0.662404537,-0.6283931,0.338484,0.5821089,0.3851331
0.664942265,-0.6283777,0.3384932,0.5821148,0.3851415
0.670018196,-0.6283423,0.3385018,0.5821386,0.3851558
0.675094128,-0.6283132,0.3385042,0.5821561,0.3851743
0.680170059,-0.6282814,0.3385082,0.582176,0.385193
0.685246468,-0.6282551,0.3385091,0.582198,0.3852019
0.690322399,-0.6282275,0.3385114,0.5822181,0.3852141
0.695398331,-0.6282011,0.3385179,0.5822373,0.3852228
0.700474262,-0.6281739,0.3385319,0.58225,0.3852355
0.705549240,-0.6281565,0.3385421,0.582257,0.385244
0.710625172,-0.6281382,0.3385469,0.5822664,0.3852559
0.715701580,-0.6281284,0.3385552,0.5822682,0.3852615
0.720777512,-0.6281154,0.3385661,0.5822759,0.3852616
0.725853443,-0.6281081,0.3385727,0.5822814,0.3852594
0.730929375,-0.6281002,0.338579,0.5822886,0.3852559
0.736005306,-0.6280935,0.338585,0.5822955,0.3852512
0.741081238,-0.6280902,0.3385943,0.5822988,0.3852434
0.746159077,-0.6280888,0.3386038,0.5822998,0.3852355
0.751233101,-0.6280875,0.3386107,0.5822958,0.385238
0.756308556,-0.6280928,0.3386212,0.5822885,0.3852311
0.761384487,-0.6280975,0.3386312,0.582283,0.3852229
0.766460419,-0.6281043,0.3386413,0.5822763,0.385213
0.771536350,-0.6281122,0.3386477,0.5822694,0.3852051
0.776612282,-0.6281149,0.3386576,0.582267,0.3851955
0.781688213,-0.6281244,0.3386717,0.5822533,0.3851884
0.786764145,-0.6281328,0.3386842,0.5822437,0.385178
0.791840076,-0.6281389,0.3386949,0.5822327,0.3851756
0.796916008,-0.6281517,0.3386998,0.5822193,0.3851707
0.801991939,-0.6281593,0.3387083,0.5822126,0.3851608
0.807067394,-0.6281729,0.3387103,0.5822014,0.3851539
0.812143326,-0.6281829,0.3387076,0.5821961,0.3851479
0.817219257,-0.6281917,0.3387063,0.5821869,0.3851486
0.822295189,-0.6282025,0.3387042,0.5821807,0.3851422
0.827371120,-0.6282107,0.3386969,0.5821771,0.3851404
0.832447052,-0.6282203,0.3386928,0.5821702,0.385139
0.834985256,-0.6282192,0.3386942,0.5821696,0.3851404
0.840061665,-0.628221,0.3386942,0.582168,0.3851398
0.845137119,-0.6282204,0.3386948,0.5821682,0.3851401
0.850213051,-0.6282138,0.3386926,0.5821726,0.3851461
0.855288506,-0.6282026,0.338701,0.582172,0.385158
0.860364437,-0.6281908,0.3387056,0.5821781,0.3851638
0.865440369,-0.6281782,0.3387133,0.5821831,0.38517
0.870516300,-0.6281645,0.3387257,0.5821811,0.3851845
0.875592232,-0.6281419,0.3387369,0.5821887,0.3851999
0.880672932,-0.628126,0.3387548,0.5821871,0.3852125
0.885744095,-0.6281115,0.3387758,0.5821821,0.3852255
0.890820026,-0.6280921,0.3388018,0.5821825,0.3852338
0.895895958,-0.6280705,0.338824,0.582185,0.3852453
0.900971889,-0.6280472,0.3388466,0.5821957,0.3852472
0.906047344,-0.6280299,0.3388707,0.5822044,0.3852414
0.911126137,-0.6280155,0.3388901,0.5822157,0.3852305
0.916199207,-0.6280002,0.3389043,0.5822313,0.3852197
0.921275139,-0.6279822,0.3389123,0.5822536,0.385208
0.926353931,-0.627966,0.3389225,0.582272,0.3851976
0.931427002,-0.6279464,0.3389307,0.5823014,0.3851779
0.936502933,-0.6279299,0.3389409,0.5823275,0.3851563
0.941578865,-0.6279135,0.3389456,0.5823565,0.3851353
0.946654797,-0.6279008,0.3389423,0.5823864,0.3851135
0.951730251,-0.6278863,0.33894,0.5824143,0.3850973
0.956807137,-0.6278773,0.3389298,0.5824389,0.3850836
0.961882114,-0.6278676,0.3389168,0.5824642,0.3850724
0.966958046,-0.6278655,0.3388951,0.5824885,0.3850583
0.972033978,-0.627862,0.3388642,0.582513,0.3850542
0.977109909,-0.6278549,0.3388264,0.5825431,0.3850531
0.982186317,-0.6278492,0.3387789,0.5825709,0.3850626
0.987262249,-0.6278401,0.3387257,0.582602,0.3850772
0.992338181,-0.6278239,0.3386688,0.5826333,0.385106
0.997414112,-0.6278043,0.3386048,0.5826663,0.3851446
0.999951839,-0.6277971,0.3385744,0.582679,0.3851639
1.005027294,-0.6277747,0.3385142,0.5827087,0.3852082
1.010103226,-0.627744,0.3384566,0.5827422,0.3852579
1.015179157,-0.6277056,0.3383971,0.582777,0.3853203
1.020255089,-0.6276571,0.3383309,0.5828226,0.3853885
1.025331020,-0.6276006,0.3382708,0.5828698,0.385462
1.030406952,-0.627537,0.3382118,0.5829227,0.3855374
1.035482883,-0.6274701,0.3381539,0.5829738,0.3856196
1.040558815,-0.6274031,0.3380984,0.5830262,0.3856981
1.045634747,-0.6273311,0.3380407,0.5830849,0.3857768
1.050711155,-0.6272582,0.3379849,0.5831459,0.3858522
1.055787086,-0.6271793,0.3379226,0.5832121,0.3859349
1.060862064,-0.6271078,0.3378573,0.5832764,0.3860111
1.065937996,-0.6270326,0.3377954,0.583347,0.3860809
1.071013927,-0.6269579,0.337727,0.5834197,0.3861518
1.076090336,-0.6268795,0.3376562,0.5834977,0.3862234
1.081166267,-0.6267999,0.3375789,0.5835829,0.3862912
1.086242199,-0.6267262,0.3375044,0.583662,0.3863568
1.091318131,-0.6266487,0.337432,0.5837417,0.3864249
1.096394062,-0.6265724,0.3373581,0.5838224,0.3864914
1.101469994,-0.6264982,0.3372786,0.5839027,0.3865598
1.106545448,-0.626421,0.3372006,0.5839853,0.3866284
1.111621380,-0.6263455,0.337118,0.5840689,0.3866964
1.116697311,-0.6262723,0.3370462,0.5841482,0.3867577
1.121773243,-0.6261963,0.3369712,0.5842273,0.3868265
1.126849175,-0.6261209,0.3368991,0.5843068,0.3868912
1.131925106,-0.6260431,0.3368267,0.5843951,0.3869465
1.137001038,-0.6259732,0.3367548,0.5844718,0.3870065
1.142076969,-0.6258997,0.3366919,0.5845444,0.3870708
1.147152901,-0.6258226,0.3366278,0.5846206,0.3871359
1.152230740,-0.62574,0.3365692,0.5846979,0.3872038
1.157304287,-0.6256596,0.3365019,0.5847797,0.3872687
1.162380219,-0.6255829,0.3364357,0.5848586,0.3873309
1.167456150,-0.6255061,0.3363662,0.5849405,0.3873915
1.169993877,-0.6254675,0.3363347,0.5849818,0.3874187
