Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.002537727,84.12218,28.17685,88.37043
0.007613659,84.12643,28.17592,88.37628
0.010151863,84.12905,28.17563,88.37944
0.015227795,84.13589,28.17418,88.38811
0.020305157,84.14243,28.17228,88.39683
0.025379658,84.14896,28.17077,88.40653
0.030455589,84.15616,28.1692,88.41729
0.035531521,84.16282,28.16702,88.42793
0.040607452,84.17071,28.16462,88.43983
0.045683384,84.17738,28.16252,88.4515
0.050758839,84.18465,28.15994,88.46306
0.055834770,84.1921,28.157,88.4757
0.060915470,84.1999,28.15396,88.48905
0.065986633,84.20605,28.15177,88.50159
0.071062565,84.21196,28.14946,88.51431
0.076138496,84.21841,28.14774,88.52681
0.081214428,84.22472,28.14554,88.53934
0.086290360,84.22964,28.14371,88.55063
0.091366291,84.23445,28.14247,88.56168
0.096442223,84.23825,28.14063,88.57125
0.101517677,84.24339,28.13924,88.58232
0.106593609,84.24758,28.13763,88.59273
0.111669540,84.25032,28.13624,88.60207
0.116745472,84.25306,28.13468,88.6097
0.121821404,84.25482,28.13319,88.6163
0.126897335,84.25616,28.13177,88.62202
0.131973743,84.25634,28.13142,88.62592
0.137049675,84.25684,28.13045,88.62986
0.142125607,84.25645,28.12984,88.63257
0.147201538,84.25574,28.12897,88.63428
0.152276516,84.25404,28.12866,88.63522
0.157355785,84.253,28.12823,88.63654
0.162428856,84.25109,28.12807,88.63573
0.167504787,84.24997,28.128,88.63422
0.172580719,84.2482,28.12821,88.63236
0.175118446,84.24734,28.12862,88.63148
0.180198669,84.24519,28.12954,88.62883
0.185270309,84.24232,28.13065,88.62495
0.190346241,84.2401,28.13288,88.62147
0.195422173,84.23779,28.13473,88.61715
0.200498581,84.23518,28.13657,88.61285
0.205573559,84.23198,28.13813,88.60893
0.210649490,84.22794,28.14013,88.6046
0.215725422,84.2243,28.14214,88.60045
0.220801354,84.22159,28.14437,88.59525
0.225877762,84.2185,28.14644,88.59159
0.230953693,84.21496,28.14822,88.58832
0.236029625,84.21117,28.15032,88.58518
0.241105557,84.20854,28.15165,88.58216
0.246181488,84.20652,28.15333,88.57942
0.251256466,84.20612,28.1543,88.57745
0.256332874,84.20555,28.15512,88.5755
0.261408806,84.20533,28.15615,88.57423
0.266484737,84.207,28.1572,88.57466
0.271563053,84.20849,28.15764,88.57536
0.276636601,84.21033,28.15862,88.57683
0.281712532,84.21283,28.15953,88.57935
0.286791325,84.2151,28.1608,88.58235
0.291864395,84.21735,28.16135,88.58596
0.296940327,84.22147,28.16049,88.59093
0.302015781,84.22526,28.16045,88.5965
0.307095051,84.22868,28.15931,88.60358
0.312167645,84.23292,28.15901,88.61143
