Time (s),XX,XY,XZ,YX,YY,YZ,ZX,ZY,ZZ
0.580258846,0.6685108,0.05320391,0.7341723,0.5634782,0.5990494,-0.5593274,-0.4736371,0.7921642,0.3726735
0.585334301,0.6685731,0.0532015,0.7341155,0.5634396,0.5990365,-0.5593803,-0.4735946,0.7921742,0.3727059
0.590410233,0.6686411,0.05319485,0.7340539,0.5633949,0.5990295,-0.5594326,-0.4735513,0.7921799,0.3727485
0.595486164,0.6686907,0.05319729,0.7340078,0.5633553,0.5990301,-0.5594715,-0.4735275,0.792179,0.3727797
0.600562096,0.6687275,0.05320799,0.733974,0.5633279,0.599022,-0.5595086,-0.4735087,0.7921851,0.3727917
0.605637550,0.6687539,0.05320862,0.7339494,0.5633076,0.599021,-0.5595297,-0.4734948,0.7921854,0.3728078
0.610713482,0.6687696,0.05320942,0.7339355,0.5632981,0.5990175,-0.5595436,-0.4734848,0.7921885,0.3728149
0.615789414,0.6687648,0.05321208,0.7339391,0.5633014,0.5990147,-0.5595425,-0.4734867,0.7921898,0.3728086
0.620865822,0.6687517,0.0532153,0.7339513,0.5633173,0.5990036,-0.5595392,-0.4734872,0.7921985,0.3727903
0.625940323,0.6687323,0.05322254,0.7339685,0.5633374,0.598989,-0.5595345,-0.4734907,0.7922091,0.3727637
0.631016731,0.6687212,0.05325454,0.7339759,0.5633386,0.5989755,-0.5595471,-0.4735042,0.7922167,0.3727298
0.636092663,0.6686791,0.05326638,0.7340135,0.5633813,0.5989487,-0.5595329,-0.4735131,0.7922363,0.3726774
0.641168595,0.6686432,0.05327198,0.7340466,0.563418,0.5989301,-0.5595168,-0.4735214,0.7922506,0.3726378
0.646243572,0.6686056,0.05326423,0.7340817,0.5634626,0.5989097,-0.5594941,-0.4735219,0.7922668,0.3726032
0.651319504,0.6685452,0.05326593,0.7341362,0.563536,0.5988612,-0.5594715,-0.4735192,0.792303,0.3725294
0.656395912,0.6684819,0.05327627,0.7341934,0.5636175,0.5987979,-0.5594577,-0.4735122,0.7923504,0.3724383
0.661471844,0.6684136,0.05329525,0.7342544,0.5636903,0.5987482,-0.5594376,-0.4735221,0.7923867,0.3723489
0.666546822,0.6683345,0.05331042,0.7343262,0.5637738,0.5986991,-0.5594071,-0.4735359,0.7924235,0.3722548
0.671622753,0.6682538,0.05334273,0.7343972,0.5638487,0.5986508,-0.5593829,-0.4735602,0.7924576,0.3721513
0.676698685,0.6681661,0.05337521,0.7344751,0.5639312,0.5985998,-0.5593546,-0.4735864,0.7924942,0.3720412
0.681774616,0.6680826,0.05339542,0.7345506,0.5640093,0.5985615,-0.5593178,-0.4736128,0.7925225,0.3719492
0.686850071,0.6679879,0.05342633,0.7346349,0.5640832,0.598535,-0.5592719,-0.473659,0.7925406,0.3718527
0.691926003,0.6678948,0.05345514,0.7347173,0.5641555,0.5985097,-0.5592257,-0.4737042,0.7925574,0.3717594
0.697003365,0.667796,0.05349752,0.7348046,0.5642273,0.5984832,-0.5591817,-0.4737587,0.7925746,0.371654
0.702077866,0.6676973,0.0535219,0.7348929,0.5643007,0.5984675,-0.5591245,-0.4738111,0.792585,0.371566
0.707156182,0.6676155,0.05355114,0.7349658,0.5643511,0.5984657,-0.559076,-0.4738674,0.7925846,0.3714961
0.712229252,0.6675297,0.05358297,0.7350413,0.5644091,0.5984527,-0.5590309,-0.4739191,0.7925919,0.3714145
0.717305184,0.6674429,0.05360693,0.7351193,0.5644704,0.5984434,-0.5589796,-0.4739698,0.7925979,0.3713389
0.722381115,0.6673634,0.05363691,0.7351896,0.5645257,0.598429,-0.5589391,-0.4740163,0.7926066,0.3712612
0.727457047,0.6672885,0.05365559,0.7352566,0.5645844,0.5984119,-0.5588983,-0.4740523,0.7926184,0.3711907
0.732532501,0.6672287,0.05366018,0.7353109,0.5646491,0.5983764,-0.5588713,-0.4740601,0.7926451,0.3711247
0.737608433,0.6671705,0.05366069,0.7353635,0.5647122,0.5983436,-0.5588422,-0.4740666,0.7926695,0.3710639
0.740146637,0.6671456,0.05366519,0.7353859,0.5647424,0.5983213,-0.5588357,-0.4740658,0.7926862,0.3710296
0.745222569,0.6670954,0.05368391,0.7354302,0.5647997,0.5982751,-0.5588276,-0.4740685,0.79272,0.3709545
0.750297547,0.6670501,0.05370417,0.7354697,0.5648668,0.5982043,-0.5588356,-0.474052,0.7927722,0.3708646
0.755373478,0.6670071,0.05374226,0.7355066,0.5649294,0.5981263,-0.5588569,-0.474039,0.7928291,0.3707611
0.760449410,0.6669739,0.05378711,0.7355335,0.5649909,0.5980311,-0.5588969,-0.4740124,0.7928981,0.3706483
0.765525341,0.6669334,0.05384204,0.7355667,0.5650585,0.5979288,-0.5589393,-0.4739898,0.7929724,0.3705202
0.770600796,0.6669084,0.05391145,0.7355844,0.5651173,0.5978093,-0.5590082,-0.473955,0.7930582,0.3703822
0.775676727,0.666887,0.05398241,0.7355987,0.5651699,0.5976946,-0.5590785,-0.4739225,0.7931404,0.3702491
0.780752659,0.6668537,0.05406883,0.7356228,0.5652264,0.5975769,-0.559148,-0.4739023,0.7932237,0.3700977
0.785828590,0.6668137,0.05415624,0.7356527,0.5652792,0.5974728,-0.5592063,-0.4738958,0.7932965,0.3699511
0.790904045,0.6667671,0.05425045,0.7356883,0.5653267,0.5973811,-0.5592569,-0.4739052,0.7933596,0.3698054
0.795979977,0.6667337,0.05434656,0.7357112,0.5653637,0.5972877,-0.5593193,-0.4739075,0.7934234,0.369666
