Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.636689663,0.8595675,2.010811,-0.9975403,0.0555528,0.9637229,-0.211634,-8.857632,-35.97657,-7.251528,1008.088
0.641714096,1.044848,1.890411,-0.9364749,0.05691108,0.9720604,-0.2167965,-8.857632,-35.97657,-7.251528,1008.088
0.646739006,1.168368,1.890411,-1.241802,0.0539881,0.9735078,-0.2172552,-8.857632,-35.97657,-7.251528,1008.088
0.757277966,1.230128,0.3854016,0.3458984,0.05517313,0.955207,-0.1796559,-9.595762,-36.35411,-7.711388,1008.091
0.762298584,1.662448,0.626203,0.6512253,0.05466987,0.9567133,-0.186341,-9.595762,-36.35411,-7.711388,1008.091
0.767323494,1.847728,1.168006,0.7733561,0.05367972,0.9586479,-0.1848791,-9.595762,-36.35411,-7.711388,1008.091
0.772347927,1.909488,1.348607,1.078683,0.05125894,0.9586088,-0.1815258,-9.595762,-36.35411,-7.711388,1008.091
0.777373314,1.847728,1.70981,1.017618,0.04880837,0.9610546,-0.1848455,-9.595762,-36.35411,-7.711388,1008.091
0.782396793,2.033009,1.348607,1.38401,0.04398661,0.9590651,-0.1839102,-9.595762,-36.35411,-7.711388,1008.091
0.787421226,1.847728,1.348607,1.506141,0.04196998,0.9659269,-0.1905262,-9.23213,-35.61009,-7.252552,1008.091
0.792445660,2.094769,1.107806,1.872533,0.03716481,0.9624708,-0.1891307,-9.23213,-35.61009,-7.252552,1008.091
0.797470570,1.847728,0.8068041,1.689337,0.03125093,0.9712612,-0.1961988,-9.23213,-35.61009,-7.252552,1008.091
0.802494526,1.724208,0.3854016,1.750403,0.02886425,0.967887,-0.2043817,-9.23213,-35.61009,-7.252552,1008.091
0.807518959,1.230128,-0.03600093,1.811468,0.0259266,0.9707646,-0.2000332,-9.23213,-35.61009,-7.252552,1008.091
0.812543869,1.044848,-0.3972031,1.872533,0.02782573,0.9741949,-0.2004695,-9.23213,-35.61009,-7.252552,1008.091
0.817568302,0.5507673,-0.5778042,1.689337,0.02590087,0.9727882,-0.2105432,-9.23213,-35.61009,-7.252552,1008.091
0.822593212,0.180207,-0.878806,1.750403,0.03409806,0.9762436,-0.2085884,-9.23213,-35.61009,-7.252552,1008.091
0.827617645,-0.005073093,-1.119607,1.628272,0.03368286,0.9699361,-0.2139364,-9.23213,-35.61009,-7.252552,1008.091
0.832641602,-0.1285932,-1.240008,1.567206,0.03790008,0.982264,-0.2291067,-10.34287,-35.99076,-7.259749,1008.091
0.938157082,-1.487314,-1.059407,0.1627022,0.03390518,0.9503605,-0.204608,-9.59499,-36.72335,-6.867941,1008.092
0.943181515,-1.302034,-1.240008,0.1016368,0.0373491,0.9455352,-0.2089816,-9.59499,-36.72335,-6.867941,1008.092
0.945693493,-0.8079537,-1.300208,0.2237676,0.04028018,0.9435507,-0.2013462,-9.59499,-36.72335,-6.867941,1008.092
0.950717926,-0.2521133,-1.179808,-0.0815594,0.04651259,0.9494287,-0.1988805,-9.59499,-36.72335,-6.867941,1008.092
0.955742836,0.118447,-0.9390063,-0.1426248,0.0513084,0.9538305,-0.1959538,-9.59499,-36.72335,-6.867941,1008.094
0.960762501,0.4272472,-0.6982049,-0.2647556,0.05375898,0.9513847,-0.1926341,-9.59499,-36.72335,-6.867941,1008.094
0.965787411,0.7978075,-0.216602,-0.3868864,0.05368607,0.9581437,-0.182491,-9.59499,-36.72335,-6.867941,1008.094
0.970811844,1.353648,0.445602,-0.3868864,0.05123793,0.9605433,-0.1791067,-9.59499,-36.72335,-6.867941,1008.094
0.975836754,1.353648,0.8068041,-0.4479518,0.05401251,0.9722782,-0.1803955,-9.59499,-36.72335,-6.867941,1008.094
0.980861187,1.538928,1.348607,-0.5700825,0.05014721,0.9712968,-0.1832791,-9.595762,-36.35411,-7.711388,1008.094
0.985886097,1.353648,1.890411,-0.6922134,0.05289496,0.9854605,-0.1831003,-9.595762,-36.35411,-7.711388,1008.094
0.990910053,1.477168,1.890411,-0.5700825,0.04479345,0.9732786,-0.1928287,-9.595762,-36.35411,-7.711388,1008.094
0.995934486,1.600688,1.77001,-0.4479518,0.0452904,0.9718912,-0.2033826,-9.595762,-36.35411,-7.711388,1008.094
1.000958920,1.847728,1.70981,-0.325821,0.03169778,0.9742799,-0.2090909,-9.595762,-36.35411,-7.711388,1008.094
1.005983829,2.094769,1.288407,-0.5700825,0.02883357,0.9703885,-0.2134489,-9.595762,-36.35411,-7.711388,1008.094
1.114010811,0.3654872,-0.2768023,-0.325821,0.03752785,0.9728385,-0.2067182,-9.970263,-35.98764,-7.712412,1008.094
1.116522789,0.4272472,-0.3370027,-0.2036902,0.03899076,0.9718959,-0.2100834,-9.970263,-35.98764,-7.712412,1008.099
1.121547699,0.3037271,-0.3370027,-0.2647556,0.04533241,0.9680222,-0.2082209,-9.970263,-35.98764,-7.712412,1008.099
1.126572132,0.2419671,-0.6982049,-0.325821,0.04095234,0.969918,-0.2043629,-9.970263,-35.98764,-7.712412,1008.099
1.131597042,0.3654872,-0.3972031,-0.3868864,0.04483178,0.969479,-0.2077231,-8.860819,-35.60654,-7.250497,1008.099
1.136620998,0.3037271,-0.6380045,-0.325821,0.03947674,0.9718693,-0.2057739,-8.860819,-35.60654,-7.250497,1008.099
1.141645432,0.2419671,-0.6380045,-0.4479518,0.04527381,0.9733577,-0.2038428,-8.860819,-35.60654,-7.250497,1008.099
1.146670342,0.05668695,-0.7584053,-0.5090172,0.04774027,0.9694586,-0.2019783,-8.860819,-35.60654,-7.250497,1008.099
1.151694775,0.118447,-1.179808,-0.4479518,0.04866601,0.9733537,-0.2000136,-8.860819,-35.60654,-7.250497,1008.099
1.156719208,-0.06683315,-0.7584053,-0.4479518,0.04432883,0.9713641,-0.1985997,-8.860819,-35.60654,-7.250497,1008.099
1.161739349,-0.005073093,-0.878806,-0.6922134,0.04913912,0.974339,-0.2009591,-8.860819,-35.60654,-7.250497,1008.099
1.166763783,-0.2521133,-0.6982049,-0.7532787,0.04575449,0.9738157,-0.1990482,-8.860819,-35.60654,-7.250497,1008.099
1.171788693,-0.4373934,-0.5778042,-0.8143441,0.04657931,0.9865363,-0.2036756,-8.860819,-35.60654,-7.250497,1008.099
1.176813126,-0.8079537,-0.2768023,-0.9975403,0.05062991,0.9709476,-0.2029188,-9.224453,-36.35056,-7.709332,1008.099
1.181838036,-0.8697137,-0.216602,-0.9364749,0.04621526,0.9758028,-0.2038122,-9.224453,-36.35056,-7.709332,1008.099
1.186862469,-0.8079537,-0.2768023,-0.9364749,0.05254703,0.972885,-0.1990641,-9.224453,-36.35056,-7.709332,1008.099
