Time (s),W,X,Y,Z
0.000832558,0.194965,-0.9057966,-0.3314191,-0.1682558
0.005857468,0.1949891,-0.9058024,-0.3313978,-0.1682395
0.010881901,0.1950064,-0.9058104,-0.3313731,-0.1682248
0.015906334,0.195036,-0.9058147,-0.3313518,-0.1682088
0.020931244,0.1950674,-0.9058191,-0.3313271,-0.1681985
0.025951862,0.19511,-0.9058204,-0.3313066,-0.1681822
0.030976295,0.1951537,-0.9058185,-0.3312897,-0.168175
0.036001205,0.1951942,-0.9058185,-0.3312675,-0.1681711
0.041025639,0.1952389,-0.905819,-0.3312438,-0.1681633
0.046050549,0.1952892,-0.9058194,-0.3312175,-0.1681552
0.051074982,0.1953475,-0.9058121,-0.331198,-0.1681646
0.056099415,0.1954102,-0.9058071,-0.3311707,-0.1681719
0.061124325,0.1954698,-0.9058009,-0.3311514,-0.1681746
0.066148758,0.1955166,-0.9057973,-0.3311325,-0.1681774
0.071174145,0.195563,-0.9057974,-0.3311104,-0.1681655
0.076199055,0.1956133,-0.9057965,-0.3310837,-0.1681645
0.081223488,0.1956544,-0.9057989,-0.3310632,-0.1681449
0.086247921,0.1956919,-0.9058025,-0.3310418,-0.1681229
0.091272831,0.1957252,-0.9058073,-0.3310203,-0.1681011
0.096297264,0.1957583,-0.9058123,-0.3309996,-0.1680762
0.101322174,0.1957819,-0.9058156,-0.330987,-0.168056
0.106346607,0.195798,-0.9058219,-0.330974,-0.1680293
0.111371040,0.195804,-0.9058287,-0.3309678,-0.1679974
0.116395950,0.1957905,-0.9058371,-0.3309637,-0.1679758
0.121420383,0.195784,-0.9058438,-0.3309615,-0.1679516
0.126449585,0.1957708,-0.9058496,-0.3309639,-0.1679311
0.131470680,0.1957659,-0.9058529,-0.3309693,-0.1679082
0.136494637,0.1957555,-0.9058554,-0.3309748,-0.1678961
0.141519070,0.1957472,-0.9058559,-0.3309849,-0.1678834
0.146547794,0.1957358,-0.9058592,-0.3309912,-0.1678666
0.151568413,0.1957265,-0.9058627,-0.3309969,-0.1678478
0.156597614,0.1957245,-0.9058679,-0.3309992,-0.1678167
0.161618233,0.1957364,-0.9058682,-0.331001,-0.1677972
0.166642666,0.1957403,-0.9058715,-0.3310037,-0.1677694
0.171667576,0.1957508,-0.9058707,-0.3310109,-0.167748
0.176692009,0.195753,-0.9058697,-0.3310196,-0.1677334
0.181716919,0.1957502,-0.9058688,-0.3310267,-0.1677275
0.186745167,0.195751,-0.9058664,-0.3310345,-0.1677238
0.191766262,0.1957527,-0.9058655,-0.3310413,-0.1677138
0.196790695,0.1957589,-0.9058597,-0.3310494,-0.1677217
0.201815128,0.1957743,-0.9058509,-0.3310574,-0.1677354
0.206840038,0.195792,-0.9058431,-0.3310663,-0.1677396
0.211864471,0.1958086,-0.9058374,-0.3310691,-0.1677452
0.216893196,0.1958141,-0.9058321,-0.3310771,-0.1677514
0.221913815,0.1958172,-0.9058283,-0.3310851,-0.1677527
0.226934433,0.1958119,-0.9058248,-0.3310986,-0.1677513
0.231960296,0.1958027,-0.9058237,-0.3311119,-0.1677417
0.236983776,0.195797,-0.90582,-0.3311287,-0.167735
0.242009163,0.1957964,-0.9058139,-0.3311433,-0.1677404
0.247033596,0.1958036,-0.9058072,-0.3311556,-0.1677432
0.252058506,0.1958083,-0.9058016,-0.3311725,-0.1677355
0.257082939,0.1958173,-0.9057968,-0.3311833,-0.1677296
0.262107372,0.1958102,-0.9057915,-0.3312014,-0.1677305
0.267132282,0.195809,-0.9057865,-0.3312175,-0.1677268
0.272156715,0.1958153,-0.9057783,-0.3312331,-0.1677327
0.277181625,0.1958193,-0.9057696,-0.3312519,-0.1677383
0.282206058,0.1958354,-0.9057608,-0.3312639,-0.167744
0.287230491,0.1958562,-0.9057497,-0.3312755,-0.1677555
0.292255401,0.1958681,-0.9057393,-0.3312886,-0.1677722
0.297279835,0.1958904,-0.9057265,-0.3313009,-0.1677911
0.302304745,0.1959102,-0.9057145,-0.3313115,-0.1678124
0.307329178,0.1959295,-0.9057035,-0.3313206,-0.1678311
0.312354088,0.1959484,-0.905692,-0.331329,-0.1678541
0.317378521,0.1959629,-0.9056827,-0.3313375,-0.1678701
0.322402954,0.1959732,-0.9056745,-0.3313428,-0.1678927
0.327428341,0.1959776,-0.905668,-0.3313498,-0.1679087
0.332453251,0.1959795,-0.9056632,-0.3313576,-0.1679167
0.337477684,0.1959831,-0.9056593,-0.3313561,-0.1679363
0.342502117,0.1959942,-0.9056526,-0.3313582,-0.1679558
0.347527027,0.1959973,-0.9056445,-0.3313634,-0.1679859
0.352551460,0.1960038,-0.9056345,-0.3313716,-0.1680149
0.357576370,0.1960131,-0.9056284,-0.3313729,-0.1680355
0.362600803,0.1960222,-0.9056202,-0.3313805,-0.1680543
0.367625713,0.1960359,-0.9056135,-0.3313805,-0.1680738
0.372650146,0.1960604,-0.905605,-0.3313804,-0.1680911
0.377677917,0.1960902,-0.9055971,-0.3313773,-0.1681052
0.382699489,0.1961208,-0.9055896,-0.3313768,-0.1681105
0.387723923,0.1961445,-0.9055861,-0.3313742,-0.1681072
0.392748833,0.1961671,-0.9055827,-0.3313718,-0.1681035
0.397773266,0.1961725,-0.905584,-0.3313689,-0.1680959
0.402798176,0.196171,-0.9055874,-0.3313651,-0.1680878
0.407822609,0.1961585,-0.9055927,-0.3313623,-0.1680787
0.412847996,0.1961493,-0.9055992,-0.3313589,-0.168061
0.417872429,0.1961438,-0.905606,-0.3313522,-0.168044
0.468118667,0.1962238,-0.9056326,-0.3313061,-0.167898
0.473139286,0.1962244,-0.9056347,-0.3313032,-0.1678917
0.475652218,0.1962308,-0.905633,-0.3313056,-0.1678887
0.480676651,0.1962362,-0.9056323,-0.331306,-0.1678858
0.485701561,0.1962344,-0.9056306,-0.3313122,-0.1678846
0.490725994,0.196238,-0.9056256,-0.3313217,-0.1678885
0.495750427,0.1962392,-0.9056224,-0.3313268,-0.1678942
0.500775337,0.1962367,-0.9056177,-0.3313349,-0.1679064
0.505799770,0.1962353,-0.9056119,-0.3313433,-0.167923
0.510824680,0.1962368,-0.9056045,-0.3313506,-0.1679465
0.515849113,0.1962436,-0.9055946,-0.331361,-0.1679722
0.520874023,0.1962435,-0.905588,-0.3313652,-0.1679988
0.525898456,0.1962389,-0.9055809,-0.3313712,-0.1680305
0.530922890,0.19624,-0.9055736,-0.3313766,-0.1680586
0.535947800,0.1962324,-0.9055722,-0.331375,-0.1680774
0.540972233,0.1962262,-0.9055696,-0.331376,-0.1680974
0.545997620,0.1962202,-0.9055652,-0.3313829,-0.1681144
0.551022053,0.1962198,-0.9055618,-0.3313876,-0.1681239
0.556046963,0.1962225,-0.9055576,-0.3313927,-0.1681329
0.561071396,0.196232,-0.905554,-0.3313976,-0.1681315
0.566096306,0.1962366,-0.9055483,-0.3314061,-0.1681401
0.571120739,0.1962398,-0.9055411,-0.3314222,-0.1681435
0.576145649,0.1962371,-0.9055346,-0.3314344,-0.1681572
0.581170082,0.1962248,-0.9055255,-0.3314522,-0.1681861
0.586194515,0.1962054,-0.9055184,-0.3314668,-0.1682178
0.591219425,0.196191,-0.9055111,-0.3314739,-0.1682602
0.596243858,0.1961799,-0.9055026,-0.3314775,-0.1683116
0.601268768,0.1961635,-0.9054961,-0.3314795,-0.1683618
0.606298447,0.1961443,-0.9054918,-0.3314843,-0.1683977
0.611317634,0.1961217,-0.9054943,-0.3314821,-0.1684148
0.616342544,0.1960939,-0.9054998,-0.331481,-0.1684201
0.621366978,0.1960653,-0.9055057,-0.331488,-0.1684075
0.626391888,0.1960362,-0.9055129,-0.3314936,-0.1683923
0.631417274,0.1960121,-0.9055164,-0.3315079,-0.1683735
0.636441708,0.1959992,-0.9055149,-0.3315245,-0.1683632
0.641466141,0.1959937,-0.9055099,-0.3315431,-0.1683603
0.646491051,0.1959896,-0.9055018,-0.3315649,-0.1683653
0.651515484,0.1959815,-0.905492,-0.33159,-0.1683781
0.656540394,0.1959633,-0.9054816,-0.3316216,-0.1683929
0.661564827,0.195935,-0.9054763,-0.3316464,-0.1684063
0.666589260,0.1958925,-0.9054727,-0.3316775,-0.1684136
0.671610355,0.1958523,-0.9054689,-0.3317069,-0.1684221
0.676634788,0.1958152,-0.9054636,-0.3317374,-0.168434
0.681659222,0.1957856,-0.9054584,-0.3317623,-0.168447
0.686684132,0.1957625,-0.9054532,-0.3317832,-0.1684604
0.691708565,0.1957492,-0.9054461,-0.3318053,-0.168471
0.696733475,0.1957318,-0.9054398,-0.3318293,-0.1684783
0.701757908,0.195716,-0.9054332,-0.331858,-0.1684749
0.706782341,0.1956992,-0.9054288,-0.3318827,-0.1684696
0.711807251,0.1956726,-0.9054288,-0.331904,-0.1684593
0.716832638,0.195647,-0.9054278,-0.3319294,-0.1684439
0.721857071,0.195629,-0.9054246,-0.3319539,-0.1684341
0.726881981,0.1956129,-0.9054176,-0.3319849,-0.1684286
0.731906414,0.1956047,-0.9054092,-0.3320134,-0.1684278
0.736930847,0.1956049,-0.905397,-0.3320445,-0.1684316
0.741955757,0.1955996,-0.905387,-0.332075,-0.1684311
0.746981621,0.1955878,-0.9053792,-0.3321011,-0.1684354
0.752005100,0.1955676,-0.9053739,-0.3321243,-0.168442
0.757029533,0.1955413,-0.9053695,-0.3321508,-0.1684431
0.762053966,0.1955162,-0.9053676,-0.3321726,-0.1684401
0.767078876,0.1955037,-0.9053631,-0.3321949,-0.1684339
0.772104263,0.1954908,-0.9053565,-0.3322146,-0.1684467
0.777128696,0.1954841,-0.9053481,-0.3322353,-0.1684582
0.782152653,0.1954723,-0.9053423,-0.3322552,-0.1684643
0.787177563,0.1954598,-0.9053357,-0.3322777,-0.1684693
0.792201996,0.1954421,-0.9053341,-0.3322949,-0.1684643
0.797226429,0.1954218,-0.9053291,-0.332322,-0.1684614
0.802256584,0.1953962,-0.9053268,-0.332341,-0.1684661
0.807276726,0.1953765,-0.9053225,-0.3323604,-0.1684739
0.812301159,0.1953661,-0.9053128,-0.3323819,-0.1684953
0.817325592,0.1953617,-0.905301,-0.3324029,-0.168523
0.822350502,0.1953713,-0.9052884,-0.3324148,-0.1685563
