Time (s),Roll (deg),Pitch (deg),Yaw (deg)
2.520967960,76.32626,2.166178,-107.1757
2.541270733,76.30421,2.180887,-107.1937
2.561573982,76.28452,2.187582,-107.2175
2.581877232,76.26926,2.192959,-107.2418
2.602179527,76.26498,2.19921,-107.2647
2.622482777,76.26177,2.201467,-107.28
2.640243053,76.25825,2.200782,-107.2866
2.660546303,76.25746,2.193275,-107.2888
2.680849552,76.26022,2.197585,-107.2803
2.701152325,76.26386,2.192132,-107.263
2.721455574,76.26144,2.190646,-107.2372
2.741757870,76.26387,2.193636,-107.2051
2.762061119,76.27639,2.191423,-107.1706
2.782364368,76.28832,2.190911,-107.1352
2.802666664,76.29235,2.189974,-107.1004
2.820432186,76.29612,2.187816,-107.0771
2.840730667,76.30107,2.191893,-107.0644
2.861033440,76.30106,2.198498,-107.0638
2.881336689,76.29554,2.200034,-107.0698
2.901736259,76.2886,2.202452,-107.0818
2.922038555,76.27982,2.20339,-107.0973
2.942341804,76.27009,2.194501,-107.1137
2.962645054,76.26467,2.192662,-107.129
2.980409622,76.2606,2.18508,-107.1428
3.000712872,76.25734,2.175292,-107.1568
3.021015644,76.25662,2.163363,-107.1587
3.041314602,76.25304,2.157401,-107.1519
3.061617374,76.25417,2.153471,-107.1394
3.081920147,76.25468,2.150301,-107.1236
3.102223396,76.25154,2.147427,-107.1042
3.122525692,76.24859,2.140415,-107.0863
3.140291214,76.24718,2.140632,-107.0699
3.160593986,76.24476,2.142921,-107.0572
3.180896759,76.23782,2.148835,-107.046
3.201200008,76.22661,2.150281,-107.0391
3.221503258,76.21503,2.159454,-107.0326
3.241801739,76.21375,2.162152,-107.0337
3.262104988,76.21655,2.157188,-107.0396
3.282407284,76.2149,2.154426,-107.0474
3.302710533,76.20535,2.159802,-107.06
3.320475578,76.19424,2.161502,-107.0744
3.340778351,76.18815,2.160439,-107.0913
3.361081600,76.17796,2.158027,-107.1015
3.381383896,76.17165,2.152849,-107.1019
3.401707649,76.16,2.154744,-107.101
3.422010422,76.14542,2.158773,-107.1004
3.442309379,76.12986,2.159503,-107.1009
3.462612629,76.11265,2.159858,-107.0987
3.480377197,76.0965,2.162873,-107.0925
3.500680447,76.08231,2.164243,-107.0817
3.520982742,76.06703,2.167946,-107.0729
3.541285992,76.04576,2.17796,-107.0614
3.561589241,76.0277,2.180437,-107.0524
3.581892013,76.01597,2.186288,-107.0441
3.602195263,76.0085,2.192824,-107.04
3.622497559,75.99094,2.195333,-107.036
3.640258789,75.97461,2.194185,-107.0289
3.660562038,75.96394,2.195276,-107.0167
3.680864334,75.95229,2.196016,-107.0085
3.701167583,75.9434,2.201133,-107.0008
3.721470356,75.93047,2.208127,-106.9898
3.741773128,75.92074,2.210878,-106.981
3.762076378,75.91262,2.22035,-106.9689
3.782379150,75.90717,2.223098,-106.9615
3.802682400,75.90473,2.224448,-106.953
3.820447445,75.89909,2.222698,-106.9473
3.840745926,75.89866,2.225554,-106.9394
3.861049175,75.89878,2.221645,-106.9321
3.881351471,75.90364,2.225094,-106.9239
3.901654720,75.90082,2.22854,-106.9161
3.921957493,75.90087,2.227683,-106.9069
3.942260742,75.90085,2.231167,-106.8989
3.962563992,75.90294,2.230374,-106.8923
3.980328083,75.90632,2.229921,-106.8858
4.000631332,75.90538,2.228383,-106.8766
4.020934582,75.90278,2.22604,-106.8604
4.041233063,75.90131,2.222548,-106.84
4.061536312,75.90198,2.223628,-106.8185
4.081839084,75.90263,2.220907,-106.7955
4.102142334,75.90446,2.224649,-106.7731
4.122444629,75.90324,2.226186,-106.7497
4.140209675,75.9006,2.22717,-106.7288
4.160512924,75.89998,2.224651,-106.7076
4.180815697,75.89787,2.226924,-106.6864
4.201118946,75.89567,2.235946,-106.6706
4.221421718,75.89158,2.240651,-106.6624
4.241720676,75.88811,2.241478,-106.6638
4.262023449,75.88311,2.242891,-106.6685
4.282326221,75.87925,2.239849,-106.6746
4.302629471,75.88059,2.239839,-106.6843
4.320394516,75.88106,2.243009,-106.6936
4.340697288,75.87985,2.247787,-106.7036
4.361000061,75.87769,2.248804,-106.7121
4.381302833,75.87489,2.250405,-106.7213
4.401606083,75.87031,2.251668,-106.731
4.421909332,75.86294,2.250499,-106.7372
4.442207813,75.8569,2.245087,-106.7393
4.462511062,75.85651,2.242932,-106.741
4.480275631,75.85349,2.243423,-106.7471
4.500578403,75.84999,2.244682,-106.7505
4.520881653,75.84499,2.23785,-106.752
4.541184425,75.84663,2.237213,-106.753
4.561487675,75.85098,2.234118,-106.752
4.581789970,75.85315,2.234621,-106.7519
4.602093220,75.85984,2.240446,-106.7539
