Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.001835346,2.130094,1.335223,-0.1190755,0.03575464,0.9574195,-0.2361266,-8.106749,-37.07911,-6.795791,1008.222
0.006859779,2.377134,1.455624,-0.05801012,0.0406041,0.9569638,-0.2361353,-8.109938,-36.70909,-6.79476,1008.222
0.011884689,2.624174,1.455624,0.06412067,0.03480015,0.9559895,-0.2418911,-8.109938,-36.70909,-6.79476,1008.222
0.016909122,2.871215,1.395424,0.06412067,0.03383328,0.9559469,-0.2366231,-8.109938,-36.70909,-6.79476,1008.222
0.021933556,2.809454,1.455624,0.3083822,0.03722459,0.9559593,-0.2351883,-8.109938,-36.70909,-6.79476,1008.222
0.026958942,2.871215,1.335223,0.3083822,0.03274326,0.9666871,-0.2388801,-8.109938,-36.70909,-6.79476,1008.222
0.031982899,2.685935,1.335223,0.3083822,0.03180251,0.9642289,-0.2369953,-8.109938,-36.70909,-6.79476,1008.222
0.037011623,2.315374,1.395424,0.3083822,0.02985449,0.9651816,-0.2355453,-8.109938,-36.70909,-6.79476,1008.222
0.042032242,2.438894,1.395424,0.6137092,0.03278685,0.9627886,-0.2394088,-8.109938,-36.70909,-6.79476,1008.222
0.047057152,2.377134,1.515824,0.4915784,0.02644676,0.9666324,-0.2369615,-8.109938,-36.70909,-6.79476,1008.222
0.052081585,2.377134,1.576025,0.6137092,0.02981568,0.9686056,-0.2369384,-8.109938,-36.70909,-6.79476,1008.222
0.057106018,2.500654,1.515824,0.5526438,0.03521024,0.9627782,-0.2355791,-7.800512,-36.70613,-6.793047,1008.222
0.062126637,2.315374,1.455624,0.430513,0.03036944,0.9623013,-0.2418081,-7.800512,-36.70613,-6.793047,1008.222
0.067151546,2.500654,1.455624,0.3694476,0.02735998,0.9715326,-0.2392942,-7.800512,-36.70613,-6.793047,1008.222
0.072175980,2.377134,1.455624,0.3083822,0.03222585,0.9696137,-0.2393215,-7.800512,-36.70613,-6.793047,1008.222
0.077200890,2.253614,1.395424,0.06412067,0.0316938,0.9739704,-0.2349555,-7.800512,-36.70613,-6.793047,1008.222
0.082230091,2.191854,1.395424,0.5526438,0.03175187,0.9686449,-0.2407702,-7.800512,-36.70613,-6.793047,1008.222
0.087249756,1.636014,1.335223,0.3694476,0.02744309,0.9641968,-0.2365143,-7.800512,-36.70613,-6.793047,1008.222
0.092274666,1.388973,1.275023,0.430513,0.02743092,0.9651953,-0.2398539,-7.800512,-36.70613,-6.793047,1008.222
0.097299099,1.388973,1.455624,0.1862515,0.02937347,0.9647303,-0.2412976,-7.800512,-36.70613,-6.793047,1008.222
0.102324009,1.450734,1.515824,0.1862515,0.02938441,0.9637548,-0.2413101,-7.800512,-36.70613,-6.793047,1008.222
0.107348442,1.759534,1.636225,0.1862515,0.02980915,0.9691132,-0.2398053,-8.111824,-36.33949,-7.248447,1008.222
0.112373352,1.759534,1.275023,0.003055274,0.02740427,0.9676208,-0.2379073,-8.111824,-36.33949,-7.248447,1008.222
0.117397785,1.512494,1.636225,-0.05801012,0.02789059,0.9675878,-0.2326401,-8.111824,-36.33949,-7.248447,1008.222
0.122422218,1.450734,1.335223,-0.05801012,0.02592972,0.9695523,-0.2364451,-8.111824,-36.33949,-7.248447,1008.222
0.127447128,1.203693,1.335223,-0.1801409,0.02450654,0.9666691,-0.2441434,-8.111824,-36.33949,-7.248447,1008.222
0.132471561,0.8948931,1.154622,-0.1190755,0.02542291,0.9715099,-0.2378566,-8.111824,-36.33949,-7.248447,1008.222
