Time (s),Roll (deg),Pitch (deg),Yaw (deg)
0.001835346,144.8989,-21.76848,43.4598
0.006859779,144.9089,-21.77405,43.46468
0.011884689,144.9199,-21.78028,43.46881
0.016909122,144.9325,-21.7862,43.47313
0.021933556,144.9457,-21.79263,43.47639
0.026958942,144.9588,-21.79898,43.47921
0.031982899,144.9715,-21.80563,43.48184
0.037011623,144.9829,-21.8122,43.48462
0.042032242,144.9943,-21.81932,43.4868
0.047057152,145.0051,-21.82701,43.48982
0.052081585,145.016,-21.83474,43.49164
0.057106018,145.0282,-21.84254,43.49393
0.062126637,145.0389,-21.85032,43.4968
0.067151546,145.0501,-21.85731,43.49949
0.072175980,145.0611,-21.8642,43.50288
0.077200890,145.0715,-21.87015,43.5066
0.082230091,145.0811,-21.87733,43.509
0.087249756,145.0889,-21.88376,43.51167
0.092274666,145.0956,-21.89043,43.51369
0.097299099,145.1011,-21.89695,43.51681
0.102324009,145.1067,-21.90378,43.52057
0.107348442,145.1136,-21.91036,43.52475
0.112373352,145.1212,-21.91623,43.52858
0.117397785,145.1279,-21.92215,43.53346
0.122422218,145.1332,-21.92837,43.53819
0.127447128,145.1375,-21.93363,43.54298
0.132471561,145.1409,-21.93814,43.54721
0.137496471,145.1435,-21.94167,43.55126
0.142520905,145.1469,-21.94466,43.55414
0.147545338,145.1503,-21.94727,43.5559
0.152570248,145.1538,-21.94876,43.5574
0.157594681,145.156,-21.94946,43.55812
0.162619591,145.1578,-21.94956,43.55778
0.167644024,145.159,-21.94792,43.55671
0.172668934,145.1587,-21.94764,43.55669
0.177693367,145.1568,-21.94646,43.55576
0.182717800,145.1543,-21.94501,43.55525
0.187741756,145.1512,-21.94388,43.55539
0.192766666,145.148,-21.94301,43.5557
0.197791100,145.1455,-21.94204,43.55617
0.248037338,145.1193,-21.95316,43.57615
0.253062248,145.1153,-21.95498,43.57914
0.258091450,145.1111,-21.95716,43.58302
0.263111591,145.1074,-21.95998,43.58614
0.268132210,145.1026,-21.96241,43.58961
0.273156643,145.0974,-21.96538,43.59225
0.278181553,145.0922,-21.96921,43.59496
0.283205986,145.0867,-21.974,43.59819
0.288230419,145.0815,-21.97785,43.60089
0.293255329,145.0756,-21.98379,43.60377
0.298279762,145.0702,-21.99061,43.60672
0.303304672,145.0645,-21.99767,43.60986
0.305816650,145.0615,-22.00142,43.61151
0.310841084,145.0558,-22.0097,43.61475
0.315865994,145.0489,-22.01808,43.61728
0.320890427,145.0423,-22.02746,43.61996
0.325914860,145.0349,-22.03668,43.62232
0.330939770,145.0275,-22.04613,43.62405
0.335964203,145.0214,-22.05477,43.62476
0.340989113,145.0164,-22.06268,43.62489
0.346016407,145.0128,-22.07017,43.62452
0.351037979,145.0109,-22.07733,43.62267
0.356062889,145.0096,-22.08395,43.6208
0.361087322,145.0095,-22.0904,43.61862
0.366112232,145.0092,-22.09633,43.61725
0.371136665,145.0084,-22.10238,43.61455
0.376161575,145.0068,-22.1082,43.61249
0.381186009,145.0041,-22.11516,43.61067
0.386210442,145.0005,-22.12165,43.60872
0.391240120,144.9965,-22.12743,43.60702
0.396259785,144.9926,-22.13322,43.60556
0.401284695,144.9904,-22.13924,43.60406
0.406309128,144.9888,-22.1432,43.60117
0.411333561,144.9863,-22.14762,43.59844
0.416358471,144.9838,-22.15117,43.59505
0.421386242,144.9815,-22.15388,43.59182
0.426407814,144.9796,-22.15706,43.58815
0.431432247,144.9789,-22.15903,43.58436
0.436457157,144.979,-22.16138,43.57941
0.441481590,144.9793,-22.16294,43.57512
0.446506024,144.9798,-22.16357,43.56968
0.451530933,144.9801,-22.16394,43.56466
0.456555367,144.9812,-22.16485,43.55966
0.461580277,144.9823,-22.16422,43.55589
0.466601372,144.9845,-22.16323,43.55125
0.471625328,144.9863,-22.16235,43.54731
0.476650238,144.986,-22.16122,43.54317
0.481675148,144.9848,-22.15995,43.53812
0.489211083,144.9833,-22.15753,43.53176
0.491724014,144.9827,-22.15632,43.5294
0.496748448,144.9832,-22.15361,43.52487
0.501773358,144.9844,-22.15125,43.52121
0.506797791,144.9855,-22.15051,43.51818
0.511822224,144.9878,-22.14947,43.51534
0.516847134,144.9901,-22.14857,43.51342
0.521874905,144.9911,-22.14806,43.51117
0.526896477,144.9922,-22.1481,43.50893
0.531920910,144.9922,-22.14832,43.50726
0.536944866,144.9921,-22.14804,43.5058
0.541970253,144.9914,-22.14883,43.50497
0.546994209,144.9915,-22.14957,43.5045
0.552018643,144.9908,-22.15052,43.50399
0.557043553,144.9924,-22.15244,43.5034
0.562068939,144.9944,-22.15484,43.50237
0.567092896,144.996,-22.15686,43.50247
0.572117329,144.9964,-22.1597,43.50217
0.577142239,144.9973,-22.16237,43.50156
0.582166672,144.9987,-22.16459,43.50081
0.587191105,145.0016,-22.16696,43.50037
0.592216015,145.0064,-22.16949,43.50026
0.597240448,145.0133,-22.17284,43.49976
0.602265358,145.0204,-22.17664,43.4994
0.607289791,145.0264,-22.18007,43.50017
0.612314224,145.0312,-22.18432,43.50055
0.617339134,145.0347,-22.1878,43.49953
0.622363567,145.037,-22.19067,43.49948
0.627393723,145.0409,-22.19382,43.4984
0.632412911,145.0464,-22.19581,43.49686
0.637437821,145.0529,-22.19653,43.49557
0.642462254,145.0614,-22.19665,43.49321
0.647486687,145.0704,-22.19732,43.49226
0.652511597,145.0795,-22.19833,43.49222
0.657536030,145.0883,-22.1992,43.49183
0.662560940,145.0956,-22.20111,43.49268
0.667581558,145.1007,-22.20459,43.49509
0.672605992,145.1044,-22.20759,43.49797
0.677630425,145.1076,-22.21126,43.50094
0.682655335,145.1116,-22.21464,43.50351
0.687679768,145.1181,-22.21795,43.50561
0.692704678,145.1254,-22.22076,43.50794
0.697729111,145.1336,-22.22293,43.51038
0.702754021,145.1424,-22.22457,43.51222
0.707778454,145.1507,-22.22624,43.51429
0.712802887,145.1575,-22.22828,43.51724
0.717827797,145.164,-22.2284,43.51915
0.722852230,145.1684,-22.22882,43.52147
0.727877140,145.1719,-22.22835,43.52374
0.732901573,145.1752,-22.22765,43.52521
0.737926483,145.178,-22.22593,43.52713
0.742950916,145.1803,-22.22336,43.52837
0.747977734,145.1828,-22.22061,43.52931
0.753000260,145.1848,-22.21806,43.5308
0.758027554,145.1874,-22.21594,43.5322
0.763049602,145.19,-22.21399,43.53334
0.768074036,145.1915,-22.21198,43.53484
0.773098469,145.1933,-22.20981,43.53662
0.778123379,145.1951,-22.20768,43.53802
0.783147812,145.1964,-22.20613,43.54025
0.788177013,145.1985,-22.20509,43.54169
0.793197155,145.2012,-22.2032,43.54388
0.798222065,145.2044,-22.20247,43.54654
0.803246021,145.2078,-22.20251,43.54858
0.808270454,145.2103,-22.20214,43.55011
0.810782909,145.2114,-22.20177,43.55103
0.815807819,145.2142,-22.20134,43.55352
0.820835113,145.2171,-22.20139,43.55555
0.825857162,145.22,-22.20178,43.55848
0.830881596,145.2226,-22.20214,43.56117
0.835906029,145.2243,-22.20395,43.56475
0.840930939,145.2266,-22.20558,43.56861
0.845955372,145.2287,-22.20919,43.57112
0.850980282,145.2302,-22.21256,43.57426
0.856004715,145.2309,-22.2169,43.57591
0.861029625,145.2325,-22.22077,43.57599
0.866050243,145.2351,-22.22374,43.5752
0.871074676,145.2387,-22.22629,43.57305
0.876099110,145.2414,-22.2271,43.56959
0.881124020,145.2439,-22.22623,43.56446
0.886148453,145.2467,-22.22394,43.55925
0.891174316,145.249,-22.22126,43.55293
0.896197796,145.2521,-22.21776,43.54845
0.901222706,145.2549,-22.21441,43.54548
0.906247139,145.2563,-22.21076,43.54268
0.911276340,145.2547,-22.20773,43.54119
0.916295528,145.2484,-22.20603,43.54108
0.921320438,145.24,-22.20662,43.54314
0.926344872,145.2285,-22.20789,43.5467
0.931369781,145.2163,-22.21227,43.55142
0.936394215,145.2014,-22.21842,43.5577
0.941418648,145.1874,-22.22632,43.5641
0.946443558,145.1728,-22.23461,43.57019
0.951468945,145.1595,-22.24403,43.57653
0.956492901,145.1497,-22.2551,43.58372
0.961517334,145.1434,-22.26695,43.59172
0.966542244,145.1378,-22.28112,43.60068
0.971566677,145.1301,-22.29686,43.61064
0.976591110,145.1162,-22.31318,43.61942
0.981616020,145.0956,-22.33075,43.62795
0.986640453,145.0692,-22.34851,43.63479
0.991665363,145.0399,-22.36684,43.64129
0.996689796,145.0104,-22.38597,43.648
1.001714706,144.9853,-22.40611,43.65345
1.006739140,144.9658,-22.42589,43.65803
1.011763573,144.9488,-22.44547,43.66206
1.016788483,144.9319,-22.464,43.66346
1.021812916,144.9133,-22.48244,43.66357
1.026837826,144.8918,-22.50042,43.66354
1.031862259,144.8682,-22.51847,43.66399
1.036886692,144.8439,-22.53593,43.66479
1.041911602,144.8204,-22.55408,43.66737
1.046936035,144.7977,-22.5729,43.67006
1.051960945,144.7749,-22.59167,43.67313
1.056985378,144.7511,-22.6109,43.67634
1.062010288,144.7265,-22.63028,43.67848
1.067030907,144.7004,-22.64887,43.68042
1.072055340,144.6741,-22.66787,43.68145
1.077082634,144.6478,-22.68586,43.68151
1.082104683,144.6214,-22.70338,43.68
1.087129116,144.5932,-22.72058,43.67844
1.092154026,144.5632,-22.73612,43.6766
1.097178459,144.5318,-22.7516,43.67372
1.102202892,144.4993,-22.76542,43.67057
1.107227802,144.4678,-22.78003,43.66763
1.112252235,144.4381,-22.79315,43.66415
1.117277145,144.4096,-22.80482,43.66118
1.122301579,144.3846,-22.81508,43.65895
1.127326489,144.3635,-22.82515,43.65758
1.132350922,144.3453,-22.83391,43.65623
1.137375355,144.3282,-22.84139,43.65513
1.142400265,144.3103,-22.84795,43.65514
1.147424698,144.2924,-22.85341,43.65571
1.152449608,144.275,-22.85698,43.65604
1.157474041,144.2589,-22.85925,43.65721
1.162497997,144.2456,-22.85968,43.65918
1.167523384,144.2347,-22.8583,43.66137
1.172547340,144.225,-22.85644,43.66399
1.177571774,144.2134,-22.85423,43.66799
1.182600498,144.201,-22.85154,43.67243
1.187621117,144.1879,-22.84898,43.67864
1.192646027,144.1745,-22.8469,43.68438
1.197670460,144.1621,-22.84483,43.69097
1.202694893,144.152,-22.84292,43.69872
1.207719803,144.1449,-22.83894,43.70564
1.212744236,144.1396,-22.83371,43.71304
1.217769146,144.1355,-22.82867,43.72016
1.222793579,144.1325,-22.82458,43.72948
1.227818489,144.1305,-22.82132,43.73925
1.232842922,144.1281,-22.82013,43.7515
1.237867355,144.1251,-22.82051,43.76559
1.242892265,144.1217,-22.82165,43.78051
1.247916699,144.1165,-22.82377,43.79787
1.252941608,144.1112,-22.82488,43.81505
1.257966042,144.106,-22.82545,43.83137
1.262990475,144.1009,-22.82492,43.84682
1.268011570,144.0982,-22.82347,43.86114
1.273036003,144.0977,-22.82156,43.87362
1.278060436,144.0991,-22.81848,43.88478
1.283085346,144.1023,-22.81503,43.89483
1.288109779,144.1064,-22.81126,43.90254
1.293134689,144.1124,-22.80695,43.90857
1.298159123,144.1203,-22.80056,43.91379
1.303185940,144.13,-22.79325,43.9187
1.308208466,144.141,-22.78343,43.92264
1.313232899,144.1531,-22.77207,43.92638
1.318257809,144.1665,-22.75935,43.93048
1.320769787,144.1736,-22.75264,43.93277
1.325794220,144.1879,-22.73875,43.93865
1.330820084,144.2035,-22.72547,43.94584
1.335843563,144.2179,-22.71226,43.95492
1.340867996,144.2307,-22.69929,43.96503
1.345892906,144.2407,-22.68725,43.97712
1.350917339,144.2457,-22.67723,43.99119
1.355942249,144.2493,-22.66816,44.00665
1.360966683,144.2513,-22.66017,44.02358
1.365992069,144.256,-22.65366,44.03941
1.371016026,144.2627,-22.64699,44.0549
1.376040459,144.2706,-22.64226,44.07027
1.381065369,144.28,-22.63639,44.08373
1.386089802,144.2883,-22.63123,44.0961
1.391119957,144.2974,-22.62698,44.10712
1.396139145,144.3069,-22.62273,44.11587
1.401163578,144.316,-22.61853,44.1226
1.406188488,144.327,-22.61392,44.12799
1.411212921,144.3397,-22.61016,44.1318
1.416237831,144.3536,-22.60563,44.13315
1.421262264,144.3685,-22.59996,44.13423
1.426287174,144.3842,-22.59249,44.13552
1.431311607,144.4013,-22.58494,44.13778
1.436336041,144.4191,-22.57742,44.14253
1.441360951,144.4364,-22.57011,44.14949
