Time (s),Gyroscope (deg/s),Accelerometer (g),Magnetometer (uT)
1.627267361,3.886039,0.9917555,38.28699
1.632292271,3.790061,0.9926883,38.28699
1.637317658,3.365755,0.992653,38.28699
1.642341614,3.238663,0.991987,38.28699
1.647366047,2.928844,0.9904038,38.28699
1.652390957,2.483524,0.9874009,38.28699
1.657415390,2.484336,0.9899496,38.28699
1.662439823,2.020298,0.9810925,38.28699
1.667460442,2.021956,0.9857338,38.28699
1.672485352,1.944379,0.9902586,38.28699
1.677509785,1.952317,0.9858198,38.21949
1.682534695,1.965196,0.9901715,38.21949
1.687559128,1.605515,0.9906306,38.21949
1.692584038,1.607988,0.9886879,38.21949
1.697608471,1.456446,0.9870058,38.21949
1.702632904,1.166055,0.980422,38.21949
1.707657814,1.161303,0.9829694,38.21949
1.712682247,1.354816,0.9807478,38.21949
1.717707157,2.001448,0.9806947,38.21949
1.722731590,2.311385,0.9824408,38.21949
1.727756024,2.616454,0.982129,38.13573
1.732780934,2.657997,0.9845678,38.13573
1.737805367,2.588164,0.982817,38.13573
1.742830277,2.703332,0.9847635,38.13573
1.747854710,2.955642,0.985272,38.13573
1.752879620,3.301738,0.9874375,38.13573
1.757904053,3.941825,0.9886314,38.13573
1.762928486,4.550696,0.9963496,38.13573
1.767953396,4.817892,0.9940874,38.13573
1.772979736,5.212327,0.9968588,38.13573
1.775489807,5.158638,0.9987671,38.41426
1.780514717,5.338425,0.9983565,38.41426
1.785539150,6.018822,0.9950677,38.41426
1.790563583,6.532779,0.9952791,38.41426
1.795588493,6.971454,0.9966281,38.41426
1.800612926,7.124168,0.9961066,38.41426
1.805637836,6.960649,0.9941106,38.41426
1.810662270,6.656527,0.9875499,38.41426
1.815687180,6.795183,0.990325,38.41426
1.820711613,6.475231,0.9935038,38.41426
1.825738907,6.7827,0.9907985,38.13573
1.830760956,7.244477,0.9907593,38.13573
1.835788727,7.217638,0.9935388,38.13573
1.840810299,7.109296,0.9916044,38.13573
1.845834732,7.672539,0.9890724,38.13573
1.850859642,7.83371,0.9911337,38.13573
1.855884075,8.488292,0.9960735,38.13573
1.860908508,8.700046,0.9972804,38.13573
1.865929127,8.522326,0.9944644,38.13573
1.870954037,7.95044,0.9958082,38.13573
1.875978470,6.997231,0.996851,37.97906
1.881003380,6.316409,0.9929521,37.97906
1.886027813,5.36566,0.9989447,37.97906
1.891052246,4.800618,0.9946088,37.97906
1.896077156,4.427526,0.9981323,37.97906
1.901101589,3.878879,0.990275,37.97906
1.906126499,3.810879,0.9844925,37.97906
1.911150932,3.798465,0.9852139,37.97906
1.916175842,4.386858,0.9866725,37.97906
1.921200275,5.374562,0.9869254,37.97906
1.926224709,6.31768,0.9926468,37.97906
1.931248665,7.241349,0.9940214,37.97906
1.936278820,7.250474,0.9998844,37.97906
1.941298008,7.145051,1.006173,37.97906
1.946322918,6.850923,1.006003,37.97906
1.951347351,6.141057,1.005207,37.97906
1.956372261,5.387717,0.9938237,37.97906
1.961396694,4.503252,0.9954335,37.97906
1.966421127,4.030091,0.9917706,37.97906
1.971446037,3.40249,0.9923012,38.62051
1.976470470,3.690899,0.9893956,38.62051
1.981495380,3.802849,0.9869719,38.62051
1.986519814,3.471199,0.9974019,38.62051
1.991544247,2.931107,1.001642,38.62051
1.996569157,2.547559,1.000184,38.62051
2.001595497,2.519633,0.9988142,38.62051
2.006618500,3.105604,0.9954885,38.62051
2.011642933,3.510991,0.9965014,38.62051
2.016667843,4.028483,1.001257,38.62051
2.021692276,4.432213,0.9969864,37.98319
2.026716709,5.484939,1.003358,37.98319
2.031741619,6.184185,1.003121,37.98319
2.036766052,6.36473,1.000452,37.98319
2.041790962,6.27408,0.9979432,37.98319
2.046815395,5.35908,0.996142,37.98319
2.051839829,4.660902,1.002506,37.98319
2.056864738,4.543754,1.003059,37.98319
2.061890125,4.963175,1.006089,37.98319
2.066909790,5.891476,1.010758,37.98319
2.071934700,7.617157,1.010144,38.33632
2.076959133,9.445676,1.009136,38.33632
2.081984043,10.90529,1.006696,38.33632
2.087008476,11.67872,0.9994249,38.33632
2.092032909,11.445,0.9898689,38.33632
2.097057819,9.971142,0.9903176,38.33632
2.102082253,8.286287,0.9841164,38.33632
2.107107163,7.184124,0.981462,38.33632
2.112131596,6.94467,0.9824842,38.33632
2.117156506,7.628325,0.985469,38.33632
2.122180939,8.433248,0.9847583,38.41426
2.127205372,9.300664,0.9910077,38.41426
2.132230282,10.53549,0.9827142,38.41426
2.137254715,11.77409,0.9844176,38.41426
2.142279625,13.04255,0.9930251,38.41426
2.147304058,14.09027,0.9845006,38.41426
2.152328491,13.83777,0.995741,38.41426
2.157353401,13.54392,0.9977475,38.41426
2.162377834,12.94308,1.003773,38.41426
2.167402744,12.6328,1.007853,38.41426
2.172427177,12.5924,1.009037,38.41426
2.177452087,12.4225,1.004824,38.41426
2.182476521,12.30087,1.000516,38.41426
2.187500954,11.83027,0.9941941,38.41426
2.192525864,10.93923,0.982564,38.41426
2.197549820,9.761762,0.9728909,38.41426
2.202574253,8.165578,0.9681565,38.41426
2.207599163,6.454823,0.9662762,38.41426
2.212623596,4.694992,0.9705531,38.41426
2.217648029,3.483925,0.9747931,38.66272
2.222672939,2.961154,0.9790921,38.66272
2.227697372,3.197197,0.9837477,38.66272
2.232722282,3.856717,0.9783764,38.66272
2.237746716,3.788881,0.9729741,38.66272
2.242771626,3.683338,0.9707975,38.66272
2.247796059,3.063333,0.9670462,38.66272
2.252820492,2.706442,0.9692937,38.66272
2.257845402,2.827826,0.9759656,38.66272
2.262869835,3.125609,0.9772648,38.66272
2.267985821,3.312695,0.9857206,38.30846
2.273010731,2.633403,0.9980205,38.30846
2.278035164,2.33922,1.000596,38.30846
2.283059597,2.014426,1.004521,38.30846
2.285571575,1.936102,0.9999279,38.30846
2.290596485,1.886315,0.998803,38.30846
2.295621872,2.105856,0.9965489,38.30846
2.300645828,2.077612,0.9898686,38.30846
2.305670261,2.149214,0.9869549,38.30846
2.310695171,2.337479,0.9890561,38.30846
2.315719605,2.319347,0.9833212,38.32512
2.320744038,2.98241,0.9851966,38.32512
2.325768948,3.391106,0.9914006,38.32512
2.330793381,4.014586,0.9933178,38.32512
2.335818291,4.131014,0.9943314,38.32512
2.340842724,4.149572,0.9955902,38.32512
2.345867634,3.909511,0.9939378,38.32512
2.350892067,3.770468,0.9910724,38.32512
2.355916500,4.039974,0.9856938,38.32512
2.360941410,4.811847,0.9863536,38.32512
2.365965843,5.289117,0.9893405,38.38885
2.370990753,5.827844,0.9850274,38.38885
2.376015186,6.04207,0.9893192,38.38885
2.381039620,6.257041,0.9861333,38.38885
2.386064530,5.977345,0.9950155,38.38885
2.391088963,5.917226,0.9849911,38.38885
2.396113873,5.748554,0.9930119,38.38885
2.401138306,5.318224,0.9873379,38.38885
2.406163216,5.310616,0.9957044,38.38885
2.411187649,5.074283,0.9853316,38.38885
2.416212082,5.248771,0.9917133,39.08342
2.421236992,5.591818,0.9919282,39.08342
2.426261425,5.586991,0.9955883,39.08342
2.431286335,5.398348,0.9951007,39.08342
2.436310768,4.800309,1.000185,39.08342
2.441335201,4.459261,1.00591,39.08342
2.446360111,3.737879,0.9997993,39.08342
2.451384544,3.643757,1.000229,39.08342
2.456409454,3.865564,0.9981925,39.08342
2.461433888,3.957185,0.9963974,39.08342
2.466454506,4.123319,1.001013,38.30846
2.471479416,4.208544,0.9963984,38.30846
2.476503849,4.084805,0.9996195,38.30846
2.481528282,3.849403,0.9993405,38.30846
2.486553192,3.63703,1.000827,38.30846
2.491577625,3.382768,1.006541,38.30846
2.614680767,3.206994,0.982676,38.05773
2.619705677,2.586119,0.9797472,38.05773
2.622217655,2.011128,0.9797902,38.05773
2.627246857,1.578731,0.9796505,38.05773
2.632266998,1.388445,0.9779463,38.05773
2.637291432,1.995869,0.9784152,38.05773
2.642315865,1.854431,0.9846605,38.05773
2.647340775,2.150337,0.9818912,38.05773
2.652365208,2.114763,0.9927519,38.05773
2.657390118,2.273601,0.9902163,38.05773
2.662414551,1.416309,0.9862733,38.21949
2.667439461,1.49346,0.9855391,38.21949
2.672460079,1.292514,0.9887149,38.21949
2.677484512,1.544528,0.9943689,38.21949
2.682508946,2.039181,0.9839553,38.21949
2.687533856,2.073304,0.9884553,38.21949
2.692558289,2.131456,0.9994691,38.21949
2.697583199,2.171748,0.9936932,38.21949
2.702607632,1.90043,0.9945412,38.21949
2.707632065,1.845614,0.9957343,38.21949
2.712656975,1.889585,0.9935333,38.05773
2.717681408,2.441029,0.99277,38.05773
2.722706318,2.573441,0.9965584,38.05773
2.727730751,2.921034,0.9958571,38.05773
2.732755661,2.688524,0.9978452,38.05773
