Time (s),Power (dBm),Percentage (%)
0.479908466,-43,100
0.979673386,-43,100
1.479859829,-41,100
1.979598522,-41,100
2.479907990,-41,100
2.979728222,-43,100
3.479899883,-43,100
3.979698181,-43,100
4.479877472,-43,100
4.985643387,-43,100
5.523190022,-43,100
6.058260441,-43,100
6.480034351,-43,100
6.979537010,-43,100
7.480013371,-43,100
7.979639530,-43,100
8.491648674,-41,100
9.028815746,-42,100
9.479840756,-43,100
9.979569912,-43,100
10.479797840,-43,100
10.979547024,-41,100
11.499828339,-43,100
11.979595661,-43,100
12.479811192,-43,100
12.979509830,-41,100
13.542431355,-43,100
13.979490757,-42,100
14.479552746,-41,100
14.979356766,-43,100
15.479499340,-43,100
15.979286671,-43,100
16.479835510,-43,100
16.979288578,-41,100
17.479817867,-41,100
17.979275703,-43,100
18.479802609,-43,100
18.979203224,-43,100
19.479806900,-43,100
19.982591152,-43,100
20.479339123,-43,100
20.979182243,-43,100
21.479405403,-43,100
21.979786396,-43,100
22.479822159,-43,100
22.979671955,-43,100
23.479830265,-43,100
23.979605198,-43,100
24.479835987,-45,100
24.979647160,-45,100
25.479829311,-45,100
25.979585648,-45,100
26.479683876,-45,100
26.979603291,-45,100
27.479794502,-43,100
27.979585171,-45,100
28.479898930,-45,100
28.979612350,-45,100
29.479718208,-45,100
29.979513645,-45,100
30.479711533,-45,100
30.980202675,-47,100
31.480403423,-45,100
31.980119228,-45,100
32.503955364,-47,100
32.980183125,-45,100
33.480556488,-45,100
33.980147362,-45,100
34.581416607,-45,100
35.017048359,-47,100
35.515871525,-47,100
35.980148792,-47,100
36.480391502,-47,100
36.980115414,-45,100
37.480342865,-47,100
37.980125427,-47,100
38.480273247,-45,100
38.980268955,-45,100
39.480403900,-45,100
39.980256557,-45,100
40.480433464,-45,100
40.980105877,-45,100
41.480335236,-45,100
41.980030537,-47,100
42.480235100,-45,100
42.980211258,-45,100
43.480143070,-45,100
43.979982376,-45,100
44.480275154,-45,100
44.979949474,-45,100
45.480238915,-45,100
45.979944706,-45,100
46.480476856,-45,100
46.979893208,-47,100
47.480470657,-45,100
47.979868889,-45,100
48.480197907,-45,100
48.979905128,-45,100
49.479994774,-45,100
49.979788303,-43,100
50.479995251,-43,100
50.980015278,-43,100
51.479960442,-45,100
51.980019569,-45,100
52.480011463,-45,100
52.979713440,-45,100
53.480026245,-43,100
54.009741783,-44,100
54.548683643,-43,100
54.979723454,-43,100
55.480185986,-45,100
55.979743481,-45,100
56.480045319,-43,100
56.979720592,-44,100
57.480001450,-45,100
57.979673862,-45,100
58.480023861,-45,100
58.979661942,-45,100
59.479851723,-43,100
59.979627132,-43,100
60.479794502,-45,100
61.060832977,-44,100
61.479914665,-45,100
61.979530811,-45,100
62.479887009,-45,100
62.979492664,-43,100
63.479971409,-44,100
63.979656696,-43,100
64.479894161,-45,100
64.979623795,-45,100
65.479839802,-45,100
65.979598522,-45,100
66.479819775,-44,100
66.979549885,-43,100
67.479769230,-45,100
67.979481697,-45,100
68.479758263,-45,100
68.979477406,-43,100
69.479846001,-45,100
69.979426861,-45,100
70.479420185,-45,100
70.979271412,-45,100
71.479405880,-43,100
71.979389191,-43,100
72.479363918,-45,100
72.979402542,-43,100
73.479372501,-45,100
73.979280472,-45,100
74.479320526,-45,100
74.979146957,-45,100
75.479322434,-45,100
75.979129791,-45,100
76.479253769,-45,100
76.992440701,-45,100
77.528925419,-45,100
77.979176044,-45,100
78.479246616,-43,100
78.978963375,-43,100
79.479235172,-43,100
79.979263306,-45,100
80.479287148,-43,100
80.979109287,-43,100
81.479205132,-43,100
81.978997231,-45,100
82.479460716,-43,100
82.979038239,-45,100
83.479456902,-45,100
83.978981018,-45,100
84.479364872,-45,100
84.978960991,-45,100
85.479294300,-47,100
85.978857994,-47,100
86.479254246,-47,100
86.978924751,-45,100
87.479353905,-47,100
88.042435646,-47,100
88.479058743,-45,100
88.978837967,-45,100
89.479173184,-47,100
89.978860378,-47,100
90.479158402,-47,100
90.978724480,-45,100
91.479119301,-45,100
91.979297638,-45,100
92.479667664,-47,100
92.979324818,-47,100
93.479588032,-47,100
93.979292393,-47,100
94.538579941,-47,100
94.979249001,-47,100
95.479395390,-47,100
95.979238033,-47,100
96.479355812,-47,100
96.979181767,-47,100
97.479461670,-47,100
97.979088306,-47,100
98.479379654,-47,100
98.979201317,-47,100
99.479195595,-47,100
99.978885174,-45,100
100.479097843,-47,100
100.979148388,-45,100
101.522303105,-45,100
102.058416367,-43,100
102.479060173,-45,100
102.979054928,-45,100
103.479657173,-45,100
103.979748249,-45,100
104.532064915,-43,100
105.081671238,-43,100
105.479718685,-43,100
105.979487896,-43,100
106.479692459,-43,100
106.979466438,-43,100
107.479601860,-43,100
107.981204510,-44,100
108.480048180,-43,100
108.979435444,-43,100
109.479761601,-43,100
109.979441643,-42,100
110.480026722,-43,100
110.979374886,-43,100
111.479890823,-41,100
111.979363441,-41,100
112.479849815,-41,100
112.979355335,-41,100
113.479749680,-42,100
113.979313850,-41,100
114.479556561,-41,100
114.979232311,-41,100
115.479495049,-41,100
115.979300499,-41,100
116.479462147,-43,100
116.979279518,-43,100
117.479458332,-43,100
117.979240417,-43,100
118.479620934,-43,100
118.991675377,-43,100
119.534005642,-43,100
119.979202747,-43,100
120.479368687,-41,100
120.979281425,-41,100
121.484803677,-42,100
